POprc557_1:1	thank	FI(FI)	thank
POprc557_5:368	on	IN(IN)	on
POprc557_5:369	something	NN(NN)	something
POprc557_5:370	_0	PA(PA)	
POprc557_5:371	and	CC(CC)	and
POprc557_5:372	of	RB(RB)	of
POprc557_5:373	course	RB(RB)	course
POprc557_5:374	commission	NN(NN)	commission
POprc557_5:375	reflects	VVZ(VVZ)	reflect
POprc557_5:376	this	DT(DT)	this
POprc557_5:377	separation	NN(NN)	separation
POprc557_5:378	_0	PA(PA)	
POprc557_5:379	so	DM(DM)	so
POprc557_5:380	we	PP(PP)	we
POprc557_5:381	looked	VVD(VVD)	look
POprc557_5:382	as	IN(IN)	as
POprc557_5:383	we	PP(PP)	we
POprc557_5:384	screened	VVD(VVD)	screen
POprc557_5:385	_0	PA(PA)	
POprc557_5:386	recently	RB(RB)	recently
POprc557_5:387	_0	PA(PA)	
POprc557_5:388	then	RB(RB)	then
POprc557_5:389	this	DT(DT)	this
POprc557_5:390	problem	NN(NN)	problem
POprc557_5:391	secures	VVZ(VVZ)	secure
POprc557_5:392	er	UH(UH)	er
POprc557_5:393	this	DT(DT)	this
POprc557_5:394	this	DT(DT)	this
POprc557_5:395	er	UH(UH)	er
POprc557_5:396	autumn	NN(NN)	autumn
POprc557_5:397	hh	BR(BR)	
POprc557_5:398	er	UH(UH)	er
POprc557_5:399	in	IN(IN)	in
POprc557_5:400	in	IN(IN)	in
POprc557_5:401	especially	RB(RB)	especially
POprc557_5:402	in	IN(IN)	in
POprc557_5:403	south	JJ(JJ)	south
POprc557_5:404	european	JJ(JJ)	european
POprc557_5:405	countries	NNS(NNS)	country
POprc557_5:406	we	PP(PP)	we
POprc557_5:407	screened	VVD(VVD)	screen
POprc557_5:408	their	PP$(PP$)	they
POprc557_5:409	er	UH(UH)	er
POprc557_5:410	resources	NNS(NNS)	resource
POprc557_5:411	available	JJ(JJ)	available
POprc557_5:412	and	CC(CC)	and
POprc557_5:413	realized	VVD(VVD)	realize
POprc557_5:414	that	IN(IN)	that
POprc557_5:415	yes	RE(RE)	yes
POprc557_5:416	_0	PA(PA)	
POprc557_5:417	they	PP(PP)	they
POprc557_5:418	are	VBP(VBP)	be
POprc557_5:419	available	JJ(JJ)	available
POprc557_5:420	_0	PA(PA)	
POprc557_5:421	but	CC(CC)	but
POprc557_5:422	they	PP(PP)	they
POprc557_5:423	're	VBP(VBP)	be
POprc557_5:424	not	RB(RB)	not
POprc557_5:425	streamlined	VVN(VVN)	streamline
POprc557_5:426	sufficiently	RB(RB)	sufficiently
POprc557_5:427	they	PP(PP)	they
POprc557_5:428	're	VBP(VBP)	be
POprc557_5:429	not	RB(RB)	not
POprc557_5:430	coordinated	VVN(VVN)	coordinate
POprc557_5:431	sufficiently	RB(RB)	sufficiently
POprc557_5:432	and	CC(CC)	and
POprc557_5:433	probably	RB(RB)	probably
POprc557_5:434	_0	PA(PA)	
POprc557_5:435	they	PP(PP)	they
POprc557_5:436	_0	PA(PA)	
POprc557_5:437	can	MD(MD)	can
POprc557_5:438	_0	PA(PA)	
POprc557_5:439	be	VB(VB)	be
POprc557_5:440	_0	PA(PA)	
POprc557_5:441	used	VVN(VVN)	use
POprc557_5:442	_0	PA(PA)	
POprc557_5:443	more	RBR(RBR)	more
POprc557_5:444	efficiently	RB(RB)	efficiently
POprc557_5:445	but	CC(CC)	but
POprc557_5:446	this	DT(DT)	this
POprc557_5:447	is	VBZ(VBZ)	be
POprc557_5:448	up	RB(RB)	up
POprc557_5:449	to	IN(IN)	to
POprc557_5:450	member	NNS(NNS)	member
POprc557_5:451	states	NNS(NNS)	state
POprc557_5:452	to	TO(TO)	to
POprc557_5:453	take	VV(VV)	take
POprc557_5:454	it	PP(PP)	it
POprc557_5:455	seriously	RB(RB)	seriously
POprc557_5:456	_0	PA(PA)	
POprc557_5:457	immigration	NN(NN)	immigration
POprc557_5:458	will	MD(MD)	will
POprc557_5:459	not	RB(RB)	not
POprc557_5:460	go	VV(VV)	go
POprc557_5:461	away	RB(RB)	away
POprc557_5:462	_0	PA(PA)	
POprc557_5:463	neither	CC(CC)	neither
POprc557_5:464	tomorrow	RB(RB)	tomorrow
POprc557_5:465	neither	CC(CC)	neither
POprc557_5:466	after	IN(IN)	after
POprc557_5:467	tomorrow	RB(RB)	tomorrow
POprc557_5:468	_0	PA(PA)	
POprc557_5:469	this	DT(DT)	this
POprc557_5:470	problem	NN(NN)	problem
POprc557_5:471	_0	PA(PA)	
POprc557_5:472	we	PP(PP)	we
POprc557_5:473	will	MD(MD)	will
POprc557_5:474	face	VV(VV)	face
POprc557_5:475	all	DT(DT)	all
POprc557_5:476	europe	NP(NP)	europe
POprc557_5:477	er	UH(UH)	er
POprc557_5:478	for	IN(IN)	for
POprc557_5:479	a	DT(DT)	a
POprc557_5:480	long	JJ(JJ)	long
POprc557_5:481	_1	PA(PA)	
POprc557_5:482	time	NN(NN)	time
POprc557_5:483	_0	PA(PA)	
POprc557_5:484	it	PP(PP)	it
POprc557_5:485	is	VBZ(VBZ)	be
POprc557_5:486	political	JJ(JJ)	political
POprc557_5:487	_0	PA(PA)	
POprc557_5:488	social	JJ(JJ)	social
POprc557_5:489	_0	PA(PA)	
POprc557_5:490	economic	JJ(JJ)	economic
