PRcon535_1:1	these	DT(DT)	these
PRcon535_39:1	@@	LA(LA)	
PRcon535_39:2	hh	BR(BR)	

PRcon535_40:1	@@@	LA(LA)	

PRcon535_41:1	yes	RE(RE)	yes
PRcon535_41:2	_0	PA(PA)	

PRcon535_42:1	but	CC(CC)	but
PRcon535_42:2	what	WP(WP)	what
PRcon535_42:3	you	PP(PP)	you
PRcon535_42:4	can	MD(MD)	can
PRcon535_42:5	also	RB(RB)	also
PRcon535_42:6	do	VV(VV)	do
PRcon535_42:7	what	WP(WP)	what
PRcon535_42:8	_0	PA(PA)	
PRcon535_42:9	can	MD(MD)	can
PRcon535_42:10	always	RB(RB)	always
PRcon535_42:11	be	VB(VB)	be
PRcon535_42:12	done	VVN(VVN)	do
PRcon535_42:13	_0	PA(PA)	
PRcon535_42:14	given	VVN(VVN)	give
PRcon535_42:15	a	DT(DT)	a
PRcon535_42:16	lipschitz	NP(NP)	lipschitz
PRcon535_42:17	domain	NP(NP)	domain
PRcon535_42:18	_0	PA(PA)	

PRcon535_43:1	hh	BR(BR)	
PRcon535_43:2	hm	RE(RE)	hm

PRcon535_44:1	you	PP(PP)	you
PRcon535_44:2	can	MD(MD)	can
PRcon535_44:3	always	RB(RB)	always
PRcon535_44:4	approximate	VV(VV)	approximate
PRcon535_44:5	it	PP(PP)	it
PRcon535_44:6	with	IN(IN)	with
PRcon535_44:7	smooth	JJ(JJ)	smooth
PRcon535_44:8	_0	PA(PA)	
PRcon535_44:9	p_subdomains	PVC(NNS)	
PRcon535_44:10	_0	PA(PA)	

PRcon535_45:1	yes	RE(RE)	yes

PRcon535_46:1	that	PRE(PRE)	that
PRcon535_46:2	approximate	VVP(VVP)	approximate
PRcon535_46:3	the	DT(DT)	the
PRcon535_46:4	domain	NN(NN)	domain
PRcon535_46:5	the	DT(DT)	the
PRcon535_46:6	lipschitz	NP(NP)	lipschitz
PRcon535_46:7	domain	NP(NP)	domain
PRcon535_46:8	uniformly	RB(RB)	uniformly
PRcon535_46:9	_0	PA(PA)	
PRcon535_46:10	and	CC(CC)	and
PRcon535_46:11	also	RB(RB)	also
PRcon535_46:12	such	DT(DT)	such
PRcon535_46:13	that	PRE(PRE)	that
PRcon535_46:14	the	DT(DT)	the
PRcon535_46:15	normal	JJ(JJ)	normal
PRcon535_46:16	vectors	NNS(NNS)	vector
PRcon535_46:17	_0	PA(PA)	
PRcon535_46:18	approximate	VVP(VVP)	approximate
PRcon535_46:19	v-	XX(XX)	
PRcon535_46:20	the	DT(DT)	the
PRcon535_46:21	normal	JJ(JJ)	normal
PRcon535_46:22	vector	NN(NN)	vector
PRcon535_46:23	_0	PA(PA)	
PRcon535_46:24	of	IN(IN)	of
PRcon535_46:25	the	DT(DT)	the
PRcon535_46:26	lipschitz	NP(NP)	lipschitz
PRcon535_46:27	domain	NP(NP)	domain
PRcon535_46:28	in	IN(IN)	in
PRcon535_46:29	s_lq	SYM(SYM)	s_lq

PRcon535_47:1	what	WP(WP)	what
PRcon535_47:2	is	VBZ(VBZ)	be
PRcon535_47:3	a	DT(DT)	a
PRcon535_47:4	normal	JJ(JJ)	normal
PRcon535_47:5	what	WP(WP)	what
PRcon535_47:6	is	VBZ(VBZ)	be
PRcon535_47:7	a	DT(DT)	a

PRcon535_48:1	the	DT(DT)	the
PRcon535_48:2	outer	JJ(JJ)	outer
PRcon535_48:3	unit	NN(NN)	unit
PRcon535_48:4	normal	JJ(JJ)	normal
PRcon535_48:5	_0	PA(PA)	

PRcon535_49:1	okay	RE(RE)	okay
PRcon535_49:2	so	DM(DM)	so
PRcon535_49:3	so	DM(DM)	so
PRcon535_49:4	er	UH(UH)	er
PRcon535_49:5	so	DM(DM)	so
PRcon535_49:6	you	PP(PP)	you
PRcon535_49:7	locally	RB(RB)	locally
PRcon535_49:8	you	PP(PP)	you
PRcon535_49:9	have	VHP(VHP)	have
PRcon535_49:10	a	DT(DT)	a
PRcon535_49:11	er	UH(UH)	er
PRcon535_49:12	_0	PA(PA)	
PRcon535_49:13	p_hyperplane	PVC(NN)	
PRcon535_49:14	o-	XX(XX)	
PRcon535_49:15	on	IN(IN)	on
PRcon535_49:16	the	DT(DT)	the
PRcon535_49:17	co-	XX(XX)	
PRcon535_49:18	on	IN(IN)	on
PRcon535_49:19	the	DT(DT)	the
PRcon535_49:20	complement	NN(NN)	complement
PRcon535_49:21	_0	PA(PA)	

PRcon535_50:1	a	DT(DT)	a
PRcon535_50:2	graph	NN(NN)	graph

PRcon535_51:1	mhm	RE(RE)	mhm

PRcon535_52:1	the	DT(DT)	the
PRcon535_52:2	graph	NN(NN)	graph

PRcon535_53:1	and	CC(CC)	and
PRcon535_53:2	then	RB(RB)	then
PRcon535_53:3	you	PP(PP)	you
PRcon535_53:4	just	RB(RB)	just
PRcon535_53:5	do	VVP(VVP)	do
PRcon535_53:6	a	DT(DT)	a
PRcon535_53:7	erm	UH(UH)	erm
PRcon535_53:8	convo-	XX(XX)	
PRcon535_53:9	_0	PA(PA)	

PRcon535_54:1	a	DT(DT)	a
PRcon535_54:2	graph	NN(NN)	graph

PRcon535_55:1	lipschitz	NP(NP)	lipschitz
PRcon535_55:2	_0	PA(PA)	
PRcon535_55:3	it	PP(PP)	it
PRcon535_55:4	's	VBS(VBS)	be
PRcon535_55:5	a	DT(DT)	a
PRcon535_55:6	local	JJ(JJ)	local
PRcon535_55:7	graph	NN(NN)	graph
PRcon535_55:8	domain	NN(NN)	domain
PRcon535_55:9	_1	PA(PA)	

PRcon535_56:1	yah	RE(RE)	yah
PRcon535_56:2	yah	RE(RE)	yah
PRcon535_56:3	yah	RE(RE)	yah
PRcon535_56:4	okay	RE(RE)	okay
PRcon535_56:5	so	DM(DM)	so
PRcon535_56:6	okay	RE(RE)	okay

PRcon535_57:1	so	DM(DM)	so
PRcon535_57:2	then	RB(RB)	then
PRcon535_57:3	you	PP(PP)	you
PRcon535_57:4	do	VVP(VVP)	do
PRcon535_57:5	a	DT(DT)	a
PRcon535_57:6	convolution	NN(NN)	convolution
PRcon535_57:7	with	IN(IN)	with
PRcon535_57:8	an	DT(DT)	a
PRcon535_57:9	approximation	NN(NN)	approximation
PRcon535_57:10	of	IN(IN)	of
PRcon535_57:11	the	DT(DT)	the
PRcon535_57:12	identity	NN(NN)	identity
PRcon535_57:13	_0	PA(PA)	

PRcon535_58:1	mhm	RE(RE)	mhm

PRcon535_59:1	that	PRE(PRE)	that
PRcon535_59:2	will	MD(MD)	will
PRcon535_59:3	be	VB(VB)	be
PRcon535_59:4	your	PP$(PP$)	you
PRcon535_59:5	smooth	JJ(JJ)	smooth
PRcon535_59:6	domains	NNS(NNS)	domain
PRcon535_59:7	_0	PA(PA)	
PRcon535_59:8	if	IN(IN)	if
PRcon535_59:9	you	PP(PP)	you
PRcon535_59:10	take	VVP(VVP)	take
PRcon535_59:11	the	DT(DT)	the
PRcon535_59:12	outer	JJ(JJ)	outer
PRcon535_59:13	unit	NN(NN)	unit
PRcon535_59:14	normal	JJ(JJ)	normal
PRcon535_59:15	vectors	NNS(NNS)	vector
PRcon535_59:16	_0	PA(PA)	

PRcon535_60:1	yeah	RE(RE)	yeah
PRcon535_60:2	hh	BR(BR)	

PRcon535_61:1	yeah	RE(RE)	yeah
PRcon535_61:2	_0	PA(PA)	

PRcon535_62:1	they	PP(PP)	they
PRcon535_62:2	will	MD(MD)	will
PRcon535_62:3	approximate	VV(VV)	approximate
PRcon535_62:4	the	DT(DT)	the
PRcon535_62:5	_0	PA(PA)	
PRcon535_62:6	given	JJ(JJ)	given
PRcon535_62:7	outer	JJ(JJ)	outer
PRcon535_62:8	unit	NN(NN)	unit
PRcon535_62:9	normal	JJ(JJ)	normal
PRcon535_62:10	vector	NN(NN)	vector
PRcon535_62:11	in	IN(IN)	in
PRcon535_62:12	the	DT(DT)	the
PRcon535_62:13	s_lq	SYM(SYM)	s_lq
PRcon535_62:14	norm	NN(NN)	norm
PRcon535_62:15	_0	PA(PA)	
PRcon535_62:16	not	RB(RB)	not
PRcon535_62:17	in	IN(IN)	in
PRcon535_62:18	all	DT(DT)	all
PRcon535_62:19	infinity	NN(NN)	infinity
PRcon535_62:20	of	RB(RB)	of
PRcon535_62:21	course	RB(RB)	course
PRcon535_62:22	because	IN(IN)	because

PRcon535_63:1	y-	XX(XX)	
PRcon535_63:2	no	RE(RE)	no

PRcon535_64:1	otherwise	RB(RB)	otherwise
PRcon535_64:2	you	PP(PP)	you
PRcon535_64:3	'd	MD(MD)	will
PRcon535_64:4	have	VH(VH)	have
PRcon535_64:5	a	DT(DT)	a
PRcon535_64:6	s_C	SYM(SYM)	s_C
PRcon535_64:7	one	CD(CD)	one
PRcon535_64:8	domain	NN(NN)	domain
PRcon535_64:9	_0	PA(PA)	
PRcon535_64:10	hh	BR(BR)	

PRcon535_65:1	mhm	RE(RE)	mhm
PRcon535_65:2	_1	PA(PA)	

PRcon535_66:1	so	DM(DM)	so
PRcon535_66:2	that	DT(DT)	that
PRcon535_66:3	is	VBZ(VBZ)	be
PRcon535_66:4	always	RB(RB)	always
PRcon535_66:5	possible	JJ(JJ)	possible
PRcon535_66:6	_0	PA(PA)	
PRcon535_66:7	so	DM(DM)	so
PRcon535_66:8	then	RB(RB)	then
PRcon535_66:9	you	PP(PP)	you
PRcon535_66:10	can	MD(MD)	can
PRcon535_66:11	say	VV(VV)	say
PRcon535_66:12	the	DT(DT)	the
PRcon535_66:13	domain	NN(NN)	domain
PRcon535_66:14	is	VBZ(VBZ)	be
PRcon535_66:15	strictly	RB(RB)	strictly
PRcon535_66:16	p_pseudo-convex	PVC(JJ)	
PRcon535_66:17	if	IN(IN)	if
PRcon535_66:18	in	IN(IN)	in
PRcon535_66:19	addition	NN(NN)	addition
PRcon535_66:20	_0	PA(PA)	

PRcon535_67:1	aha	RE(RE)	aha

PRcon535_68:1	hm	RE(RE)	hm

PRcon535_69:1	the	DT(DT)	the
PRcon535_69:2	p_subdomains	PVC(NNS)	
PRcon535_69:3	_0	PA(PA)	
PRcon535_69:4	if	IN(IN)	if
PRcon535_69:5	you	PP(PP)	you
PRcon535_69:6	take	VVP(VVP)	take
PRcon535_69:7	the	DT(DT)	the
PRcon535_69:8	_0	PA(PA)	
PRcon535_69:9	levi	NP(NP)	levi
PRcon535_69:10	forms	NNS(NNS)	form

PRcon535_70:1	yah	RE(RE)	yah

PRcon535_71:1	satisfy	VV(VV)	satisfy
PRcon535_71:2	_0	PA(PA)	
PRcon535_71:3	a	DT(DT)	a
PRcon535_71:4	uniform	JJ(JJ)	uniform
PRcon535_71:5	always	RB(RB)	always
PRcon535_71:6	bound	NN(NN)	bound
PRcon535_71:7	_0	PA(PA)	
PRcon535_71:8	the	DT(DT)	the
PRcon535_71:9	constants	NNS(NNS)	constant

PRcon535_72:1	okay	RE(RE)	okay
PRcon535_72:2	_0	PA(PA)	

PRcon535_73:1	and	CC(CC)	and
PRcon535_73:2	i	PP(PP)	i
PRcon535_73:3	would	MD(MD)	will
PRcon535_73:4	be	VB(VB)	be
PRcon535_73:5	_0	PA(PA)	
PRcon535_73:6	this	DT(DT)	this
PRcon535_73:7	is	VBZ(VBZ)	be
PRcon535_73:8	a	DT(DT)	a
PRcon535_73:9	definition	NN(NN)	definition
PRcon535_73:10	that	PRE(PRE)	that
PRcon535_73:11	i	PP(PP)	i
PRcon535_73:12	like	VVP(VVP)	like
PRcon535_73:13	very	RB(RB)	very
PRcon535_73:14	much	RB(RB)	much
PRcon535_73:15	but	CC(CC)	but
PRcon535_73:16	i	PP(PP)	i
PRcon535_73:17	do	VVP(VVP)	do
PRcon535_73:18	n't	RB(RB)	not
PRcon535_73:19	know	VV(VV)	know
PRcon535_73:20	what	WP(WP)	what
PRcon535_73:21	it	PP(PP)	it
PRcon535_73:22	is	VBZ(VBZ)	be
PRcon535_73:23	equivalent	JJ(JJ)	equivalent
PRcon535_73:24	_1	PA(PA)	

PRcon535_74:1	hm	RE(RE)	hm

PRcon535_75:1	to	IN(IN)	to
PRcon535_75:2	the	DT(DT)	the
PRcon535_75:3	other	JJ(JJ)	other
PRcon535_75:4	ones	NNS(NNS)	one
PRcon535_75:5	that	PRE(PRE)	that
PRcon535_75:6	are	VBP(VBP)	be
PRcon535_75:7	usually	RB(RB)	usually
PRcon535_75:8	given	VVN(VVN)	give
PRcon535_75:9	_0	PA(PA)	
PRcon535_75:10	like	DM(DM)	like
PRcon535_75:11	in	IN(IN)	in
PRcon535_75:12	terms	IN(IN)	term
PRcon535_75:13	of	IN(IN)	of
PRcon535_75:14	erm	UH(UH)	erm
PRcon535_75:15	p_plurisubharmonic	PVC(JJ)	
PRcon535_75:16	ex-	XX(XX)	
PRcon535_75:17	er	UH(UH)	er
PRcon535_75:18	p_exhaustions	PVC(NNS)	
PRcon535_75:19	_4	PA(PA)	
PRcon535_75:20	well	DM(DM)	well
PRcon535_75:21	y-	XX(XX)	
PRcon535_75:22	you	PP(PP)	you
PRcon535_75:23	have	VHP(VHP)	have
PRcon535_75:24	studied	VVN(VVN)	study
PRcon535_75:25	this	DT(DT)	this
PRcon535_75:26	kind	NN(NN)	kind
PRcon535_75:27	of	IN(IN)	of
PRcon535_75:28	questions	NNS(NNS)	question
PRcon535_75:29	in	IN(IN)	in
