POwgd510_1:1	now	RB(RB)	now
POwgd510_22:1	responsible	JJ(JJ)	responsible

POwgd510_23:1	erm	UH(UH)	erm
POwgd510_23:2	_1	PA(PA)	

POwgd510_24:1	we	PP(PP)	we
POwgd510_24:2	start	VVP(VVP)	start

POwgd510_25:1	@@@	LA(LA)	
POwgd510_25:2	_0	PA(PA)	

POwgd510_26:1	let	VV(VV)	let
POwgd510_26:2	the	DT(DT)	the
POwgd510_26:3	lawyer	NN(NN)	lawyer
POwgd510_26:4	start	VV(VV)	start

POwgd510_27:1	@@@@@	LA(LA)	

POwgd510_28:1	i	PP(PP)	i
POwgd510_28:2	'm	VBP(VBP)	be
POwgd510_28:3	just	RB(RB)	just
POwgd510_28:4	wondering	VVG(VVG)	wonder
POwgd510_28:5	you	PP(PP)	you
POwgd510_28:6	're	VBP(VBP)	be
POwgd510_28:7	talking	VVG(VVG)	talk
POwgd510_28:8	about	IN(IN)	about
POwgd510_28:9	practical	JJ(JJ)	practical
POwgd510_28:10	means	NNS(NNS)	mean

POwgd510_29:1	yeah	RE(RE)	yeah

POwgd510_30:1	you	PP(PP)	you
POwgd510_30:2	think	VVP(VVP)	think

POwgd510_31:1	yeah	RE(RE)	yeah

POwgd510_32:1	yes	RE(RE)	yes
POwgd510_32:2	_0	PA(PA)	

POwgd510_33:1	yes	RE(RE)	yes

POwgd510_34:1	so	DM(DM)	so
POwgd510_34:2	first	JJ(JJ)	first
POwgd510_34:3	thing	NN(NN)	thing
POwgd510_34:4	i	PP(PP)	i
POwgd510_34:5	c-	XX(XX)	
POwgd510_34:6	i	PP(PP)	i
POwgd510_34:7	think	VVP(VVP)	think
POwgd510_34:8	about	IN(IN)	about
POwgd510_34:9	is	VBZ(VBZ)	be
POwgd510_34:10	erm	UH(UH)	erm
POwgd510_34:11	_2	PA(PA)	
POwgd510_34:12	with	IN(IN)	with
POwgd510_34:13	creation	NN(NN)	creation
POwgd510_34:14	of	IN(IN)	of
POwgd510_34:15	certain	JJ(JJ)	certain
POwgd510_34:16	_0	PA(PA)	
POwgd510_34:17	importance	NN(NN)	importance
POwgd510_34:18	_0	PA(PA)	
POwgd510_34:19	what	WP(WP)	what
POwgd510_34:20	would	MD(MD)	will
POwgd510_34:21	be	VB(VB)	be
POwgd510_34:22	a	DT(DT)	a
POwgd510_34:23	common	NN(NN)	common
POwgd510_34:24	ground	NN(NN)	ground
POwgd510_34:25	_1	PA(PA)	
POwgd510_34:26	erm	UH(UH)	erm
POwgd510_34:27	between	IN(IN)	between
POwgd510_34:28	_1	PA(PA)	

POwgd510_35:1	youth	NN(NN)	youth
POwgd510_35:2	and	CC(CC)	and
POwgd510_35:3	erm	UH(UH)	erm
POwgd510_35:4	s_ngos	NNS(NNS)	s_ngos

POwgd510_36:1	youth	NN(NN)	youth
POwgd510_36:2	yeah	RE(RE)	yeah
POwgd510_36:3	youth	NN(NN)	youth
POwgd510_36:4	erm	UH(UH)	erm
POwgd510_36:5	i	PP(PP)	i
POwgd510_36:6	think	VVP(VVP)	think
POwgd510_36:7	about	IN(IN)	about
POwgd510_36:8	xx	UNI(UNI)	
POwgd510_36:9	x	UNI(UNI)	
POwgd510_36:10	but	CC(CC)	but
POwgd510_36:11	yeah	RE(RE)	yeah
POwgd510_36:12	youth	NN(NN)	youth
POwgd510_36:13	s_ngos	NNS(NNS)	s_ngos
POwgd510_36:14	_1	PA(PA)	
POwgd510_36:15	and	CC(CC)	and
POwgd510_36:16	the	DT(DT)	the
POwgd510_36:17	whole	JJ(JJ)	whole
POwgd510_36:18	political	JJ(JJ)	political
POwgd510_36:19	process	NN(NN)	process
POwgd510_36:20	_1	PA(PA)	
POwgd510_36:21	it	PP(PP)	it
POwgd510_36:22	's	VBS(VBS)	be
POwgd510_36:23	_0	PA(PA)	
POwgd510_36:24	it	PP(PP)	it
POwgd510_36:25	's	VBS(VBS)	be
POwgd510_36:26	a	RB(RB)	a
POwgd510_36:27	bit	RB(RB)	bit
POwgd510_36:28	vague	JJ(JJ)	vague
POwgd510_36:29	i	PP(DM)	i
POwgd510_36:30	mean	VVP(DM)	mean
POwgd510_36:31	_0	PA(PA)	
POwgd510_36:32	what	WP(WP)	what
POwgd510_36:33	do	VVP(VVP)	do
POwgd510_36:34	we	PP(PP)	we
POwgd510_36:35	mean	VV(VV)	mean
POwgd510_36:36	by	IN(IN)	by
POwgd510_36:37	political	JJ(JJ)	political
POwgd510_36:38	process	NN(NN)	process
POwgd510_36:39	_1	PA(PA)	
POwgd510_36:40	but	CC(CC)	but
POwgd510_36:41	_0	PA(PA)	
POwgd510_36:42	yeah	RE(RE)	yeah
POwgd510_36:43	_0	PA(PA)	
POwgd510_36:44	cos	IN(IN)	cos
POwgd510_36:45	_0	PA(PA)	
POwgd510_36:46	through	IN(IN)	through
POwgd510_36:47	that	DT(DT)	that
POwgd510_36:48	erm	UH(UH)	erm
POwgd510_36:49	_0	PA(PA)	
POwgd510_36:50	common	NN(NN)	common
POwgd510_36:51	ground	NN(NN)	ground
POwgd510_36:52	bodies	NNS(NNS)	body
POwgd510_36:53	_0	PA(PA)	
POwgd510_36:54	er	UH(UH)	er
POwgd510_36:55	that	DT(DT)	that
POwgd510_36:56	's	VBS(VBS)	be
POwgd510_36:57	i	PP(PP)	i
POwgd510_36:58	've	VHP(VHP)	have
POwgd510_36:59	opened	VVN(VVN)	open
POwgd510_36:60	doors	NNS(NNS)	door
POwgd510_36:61	for	IN(IN)	for
POwgd510_36:62	young	JJ(JJ)	young
POwgd510_36:63	people	NNS(NNS)	people
POwgd510_36:64	_1	PA(PA)	
POwgd510_36:65	through	IN(IN)	through
POwgd510_36:66	y-	XX(XX)	
POwgd510_36:67	youth	NN(NN)	youth
POwgd510_36:68	s_ngos	NNS(NNS)	s_ngos
POwgd510_36:69	on	IN(IN)	on
POwgd510_36:70	equal	JJ(JJ)	equal
POwgd510_36:71	er	UH(UH)	er
POwgd510_36:72	_0	PA(PA)	
POwgd510_36:73	equally	RB(RB)	equally
POwgd510_36:74	representative	JJ(JJ)	representative
POwgd510_36:75	basis	NN(NN)	basis
POwgd510_36:76	_0	PA(PA)	
POwgd510_36:77	erm	UH(UH)	erm
POwgd510_36:78	p_discriminative	PVC(JJ)	
POwgd510_36:79	basis	NN(NN)	basis
POwgd510_36:80	_0	PA(PA)	
POwgd510_36:81	as	IN(IN)/RB(RB)	as
POwgd510_36:82	proper	JJ(JJ)	proper
POwgd510_36:83	xxx	UNI(UNI)	
POwgd510_36:84	anyway	RB(RB)	anyway
POwgd510_36:85	_0	PA(PA)	
POwgd510_36:86	er	UH(UH)	er
POwgd510_36:87	er	UH(UH)	er
POwgd510_36:88	but	CC(CC)	but
POwgd510_36:89	erm	UH(UH)	erm
POwgd510_36:90	er	UH(UH)	er
POwgd510_36:91	@	LA(LA)	
POwgd510_36:92	on	IN(IN)	on
POwgd510_36:93	the	DT(DT)	the
POwgd510_36:94	other	JJ(JJ)	other
POwgd510_36:95	side	NN(NN)	side
POwgd510_36:96	of	IN(IN)	of
POwgd510_36:97	the	DT(DT)	the
POwgd510_36:98	dialogue	NN(NN)	dialogue
POwgd510_36:99	_1	PA(PA)	
POwgd510_36:100	the	DT(DT)	the
POwgd510_36:101	political	JJ(JJ)	political
POwgd510_36:102	_1	PA(PA)	
POwgd510_36:103	the	DT(DT)	the
POwgd510_36:104	the	DT(DT)	the
POwgd510_36:105	legislative	NN(NN)	legislative
POwgd510_36:106	_1	PA(PA)	
POwgd510_36:107	xx	UNI(UNI)	
POwgd510_36:108	x	UNI(UNI)	
POwgd510_36:109	x	UNI(UNI)	
POwgd510_36:110	recipients	NNS(NNS)	recipient
POwgd510_36:111	_0	PA(PA)	
POwgd510_36:112	of	IN(IN)	of
POwgd510_36:113	er	UH(UH)	er
POwgd510_36:114	youth	NN(NN)	youth
POwgd510_36:115	participation	NN(NN)	participation
POwgd510_36:116	_0	PA(PA)	
POwgd510_36:117	on	IN(IN)	on
POwgd510_36:118	a	DT(DT)	a
POwgd510_36:119	national	JJ(JJ)	national
POwgd510_36:120	level	NN(NN)	level
POwgd510_36:121	_1	PA(PA)	
POwgd510_36:122	i	PP(PP)	i
POwgd510_36:123	suppose	VVP(VVP)	suppose

POwgd510_37:1	mhm	RE(RE)	mhm
POwgd510_37:2	_0	PA(PA)	
POwgd510_37:3	but	CC(CC)	but
POwgd510_37:4	anyway	RB(RB)	anyway
POwgd510_37:5	just	RB(RB)	just
POwgd510_37:6	xx	UNI(UNI)	
POwgd510_37:7	about	IN(IN)	about
POwgd510_37:8	the	DT(DT)	the
POwgd510_37:9	questions	NNS(NNS)	question
POwgd510_37:10	_0	PA(PA)	
POwgd510_37:11	erm	UH(UH)	erm
POwgd510_37:12	the	DT(DT)	the
POwgd510_37:13	question	NN(NN)	question
POwgd510_37:14	is	VBZ(VBZ)	be
POwgd510_37:15	x	UNI(UNI)	
POwgd510_37:16	x	UNI(UNI)	
POwgd510_37:17	x	UNI(UNI)	
POwgd510_37:18	us	PP(PP)	we
POwgd510_37:19	as	IN(IN)	as
POwgd510_37:20	s_ngos	NNS(NNS)	s_ngos
POwgd510_37:21	what	WP(WP)	what
POwgd510_37:22	can	MD(MD)	can
POwgd510_37:23	we	PP(PP)	we
POwgd510_37:24	_0	PA(PA)	
POwgd510_37:25	do	VV(VV)	do

POwgd510_38:1	youth	NN(NN)	youth

POwgd510_39:1	to	TO(TO)	to
POwgd510_39:2	assure	VV(VV)	assure
POwgd510_39:3	our	PP$(PP$)	we
POwgd510_39:4	own	JJ(JJ)	own

POwgd510_40:1	to	TO(TO)	to
POwgd510_40:2	be	VB(VB)	be
POwgd510_40:3	assured	VVN(VVN)	assure
POwgd510_40:4	_0	PA(PA)	
POwgd510_40:5	x	UNI(UNI)	
POwgd510_40:6	xx	UNI(UNI)	

POwgd510_41:1	that	IN(IN)	that
POwgd510_41:2	practical	JJ(JJ)	practical

POwgd510_42:1	yah	RE(RE)	yah

POwgd510_43:1	yeah	RE(RE)	yeah

POwgd510_44:1	xx	UNI(UNI)	

POwgd510_45:1	can	MD(MD)	can
POwgd510_45:2	i	PP(PP)	i
POwgd510_45:3	just	RB(RB)	just
POwgd510_45:4	say	VV(VV)	say
POwgd510_45:5	x	UNI(UNI)	
POwgd510_45:6	x	UNI(UNI)	
POwgd510_45:7	on	IN(IN)	on
POwgd510_45:8	the	DT(DT)	the
POwgd510_45:9	the	DT(DT)	the
POwgd510_45:10	steps	NNS(NNS)	step
POwgd510_45:11	of	IN(IN)	of
POwgd510_45:12	the	DT(DT)	the
POwgd510_45:13	erm	UH(UH)	erm
POwgd510_45:14	_0	PA(PA)	
POwgd510_45:15	dec-	XX(XX)	
POwgd510_45:16	er	UH(UH)	er
POwgd510_45:17	decision-making	VVG(NN)	decision-make/decision-making
POwgd510_45:18	process	NN(NN)	process
POwgd510_45:19	so	DM(DM)	so
POwgd510_45:20	_0	PA(PA)	
POwgd510_45:21	the	DT(DT)	the
POwgd510_45:22	steps	NNS(NNS)	step
POwgd510_45:23	_1	PA(PA)	
POwgd510_45:24	who	UNK(UNK)	who
POwgd510_45:25	_0	PA(PA)	
POwgd510_45:26	x	UNI(UNI)	
POwgd510_45:27	x	UNI(UNI)	
POwgd510_45:28	x	UNI(UNI)	
POwgd510_45:29	xx	UNI(UNI)	
POwgd510_45:30	and	CC(CC)	and
POwgd510_45:31	then	RB(RB)	then
POwgd510_45:32	we	PP(PP)	we
POwgd510_45:33	can	MD(MD)	can
POwgd510_45:34	decide	VV(VV)	decide
POwgd510_45:35	so	DM(DM)	so
POwgd510_45:36	we	PP(PP)	we
POwgd510_45:37	can	MD(MD)	can
POwgd510_45:38	be	VB(VB)	be
POwgd510_45:39	assured	JJ(JJ)	assured
POwgd510_45:40	to	TO(TO)	to
POwgd510_45:41	be	VB(VB)	be
POwgd510_45:42	x	UNI(UNI)	
POwgd510_45:43	_0	PA(PA)	
POwgd510_45:44	but	CC(CC)	but
POwgd510_45:45	i	PP(DM)	i
POwgd510_45:46	mean	VVP(DM)	mean
POwgd510_45:47	_0	PA(PA)	
POwgd510_45:48	our	PP$(PP$)	we
POwgd510_45:49	xxx	UNI(UNI)	
POwgd510_45:50	interpretation	NN(NN)	interpretation
POwgd510_45:51	of	IN(IN)	of
POwgd510_45:52	decision-making	VVG(NN)	decision-make/decision-making
POwgd510_45:53	process	NN(NN)	process

POwgd510_46:1	it	PP(PP)	it
POwgd510_46:2	's	VBS(VBS)	be
POwgd510_46:3	fine	JJ(JJ)	fine
POwgd510_46:4	x	UNI(UNI)	
POwgd510_46:5	x	UNI(UNI)	

POwgd510_47:1	yeah	RE(RE)	yeah
POwgd510_47:2	yes	RE(RE)	yes

POwgd510_48:1	er	UH(UH)	er
POwgd510_48:2	so	DM(DM)	so
POwgd510_48:3	def-	XX(XX)	
POwgd510_48:4	define	VV(VV)	define
POwgd510_48:5	what	WP(WP)	what
POwgd510_48:6	's	VBS(VBS)	be
POwgd510_48:7	the	DT(DT)	the
POwgd510_48:8	decision-making	VVG(NN)	decision-make/decision-making
POwgd510_48:9	pro-	XX(XX)	
POwgd510_48:10	xxxx	UNI(UNI)	
POwgd510_48:11	_0	PA(PA)	
POwgd510_48:12	like	UNK(UNK)	like
POwgd510_48:13	_0	PA(PA)	
POwgd510_48:14	parliament	NN(NN)	parliament

POwgd510_49:1	mhm	RE(RE)	mhm
POwgd510_49:2	_1	PA(PA)	

POwgd510_50:1	erm	UH(UH)	erm
POwgd510_50:2	i	PP(DM)	i
POwgd510_50:3	mean	VVP(DM)	mean
POwgd510_50:4	_0	PA(PA)	
POwgd510_50:5	just	RB(RB)	just

POwgd510_51:1	hm	RE(RE)	hm
POwgd510_51:2	_3	PA(PA)	

POwgd510_52:1	erm	UH(UH)	erm
POwgd510_52:2	what	WP(WP)	what
POwgd510_52:3	would	MD(MD)	will
POwgd510_52:4	the	DT(DT)	the
POwgd510_52:5	decision-making	VVG(NN)	decision-make/decision-making
POwgd510_52:6	process	NN(NN)	process
POwgd510_52:7	x	UNI(UNI)	
POwgd510_52:8	x	UNI(UNI)	
POwgd510_52:9	x	UNI(UNI)	
POwgd510_52:10	x	UNI(UNI)	

POwgd510_53:1	yeah	RE(RE)	yeah

POwgd510_54:1	x	UNI(UNI)	
POwgd510_54:2	x	UNI(UNI)	
POwgd510_54:3	x	UNI(UNI)	
POwgd510_54:4	x	UNI(UNI)	
POwgd510_54:5	x	UNI(UNI)	
POwgd510_54:6	x	UNI(UNI)	
POwgd510_54:7	x	UNI(UNI)	
POwgd510_54:8	x	UNI(UNI)	

POwgd510_55:1	yeah	RE(RE)	yeah
POwgd510_55:2	er	UH(UH)	er
POwgd510_55:3	what	WP(WP)	what
POwgd510_55:4	's	VBS(VBS)	be
POwgd510_55:5	for	IN(IN)	for
POwgd510_55:6	me	PP(PP)	i
POwgd510_55:7	in	IN(IN)	in
POwgd510_55:8	er	UH(UH)	er
POwgd510_55:9	_0	PA(PA)	
POwgd510_55:10	europe	NP(NP)	europe
POwgd510_55:11	i	PP(PP)	i
POwgd510_55:12	believe	VVP(VVP)	believe
POwgd510_55:13	or	CC(CC)	or
POwgd510_55:14	the	DT(DT)	the
POwgd510_55:15	west	NN(NN)	west
POwgd510_55:16	in	RB(RB)	in
POwgd510_55:17	general	RB(RB)	general
POwgd510_55:18	it	PP(PP)	it
POwgd510_55:19	's	VBS(VBS)	be
POwgd510_55:20	no	RE(RE)	no
POwgd510_55:21	in	IN(IN)	in
POwgd510_55:22	xx	UNI(UNI)	
POwgd510_55:23	x	UNI(UNI)	
POwgd510_55:24	er	UH(UH)	er
POwgd510_55:25	i	PP(PP)	i
POwgd510_55:26	think	VVP(VVP)	think
POwgd510_55:27	it	PP(PP)	it
POwgd510_55:28	's	VBS(VBS)	be
POwgd510_55:29	er	UH(UH)	er
POwgd510_55:30	the	DT(DT)	the
POwgd510_55:31	legislative	JJ(JJ)	legislative
POwgd510_55:32	and	CC(CC)	and
POwgd510_55:33	the	DT(DT)	the
POwgd510_55:34	executive	JJ(JJ)	executive
POwgd510_55:35	power	NN(NN)	power
POwgd510_55:36	_1	PA(PA)	

POwgd510_56:1	er	UH(UH)	er
POwgd510_56:2	for	IN(IN)	for
POwgd510_56:3	for	IN(IN)	for
POwgd510_56:4	asia	NP(NP)	asia
POwgd510_56:5	it	PP(PP)	it
POwgd510_56:6	's	VBS(VBS)	be
POwgd510_56:7	basically	RB(RB)	basically
POwgd510_56:8	the	DT(DT)	the
POwgd510_56:9	x	UNI(UNI)	
POwgd510_56:10	the	DT(DT)	the
