POmtg404_1:1	okay	RE(RE)	okay
POmtg404_3:46	late	JJ(JJ)	late
POmtg404_3:47	p_arriver	PVC(NN)	
POmtg404_3:48	at	IN(IN)	at
POmtg404_3:49	at	IN(IN)	at
POmtg404_3:50	meetings	NNS(NNS)	meeting
POmtg404_3:51	er	UH(UH)	er
POmtg404_3:52	and	CC(CC)	and
POmtg404_3:53	as	IN(IN)	as
POmtg404_3:54	we	PP(PP)	we
POmtg404_3:55	have	VHP(VHP)	have
POmtg404_3:56	n't	RB(RB)	not
POmtg404_3:57	heard	VVN(VVN)	hear
POmtg404_3:58	from	IN(IN)	from
POmtg404_3:59	a_[firstname1]	NP(NP)	
POmtg404_3:60	i	PP(PP)	i
POmtg404_3:61	'm	VBP(VBP)	be
POmtg404_3:62	sure	JJ(JJ)	sure
POmtg404_3:63	though	RB(RB)	though
POmtg404_3:64	that	IN(IN)	that
POmtg404_3:65	he	PP(PP)	he
POmtg404_3:66	will	MD(MD)	will
POmtg404_3:67	_0	PA(PA)	

POmtg404_4:1	hm	RE(RE)	hm

POmtg404_5:1	join	VV(VV)	join
POmtg404_5:2	us	PP(PP)	we
POmtg404_5:3	er	UH(UH)	er
POmtg404_5:4	_0	PA(PA)	
POmtg404_5:5	eventually	RB(RB)	eventually
POmtg404_5:6	_0	PA(PA)	
POmtg404_5:7	but	CC(CC)	but
POmtg404_5:8	er	UH(UH)	er
POmtg404_5:9	_1	PA(PA)	
POmtg404_5:10	it	PP(PP)	it
POmtg404_5:11	's	VBS(VBS)	be
POmtg404_5:12	a	DT(DT)	a
POmtg404_5:13	pleasure	NN(NN)	pleasure
POmtg404_5:14	_0	PA(PA)	
POmtg404_5:15	to	TO(TO)	to
POmtg404_5:16	to	TO(TO)	to
POmtg404_5:17	welcome	VV(VV)	welcome
POmtg404_5:18	you	PP(PP)	you
POmtg404_5:19	_0	PA(PA)	
POmtg404_5:20	here	RB(RB)	here
POmtg404_5:21	for	IN(IN)	for
POmtg404_5:22	this	DT(DT)	this
POmtg404_5:23	er	UH(UH)	er
POmtg404_5:24	this	DT(DT)	this
POmtg404_5:25	meeting	VVG(NN)	meet/meeting
POmtg404_5:26	_1	PA(PA)	
POmtg404_5:27	er	UH(UH)	er
POmtg404_5:28	it	PP(PP)	it
POmtg404_5:29	's	VBS(VBS)	be
POmtg404_5:30	a	DT(DT)	a
POmtg404_5:31	_1	PA(PA)	
POmtg404_5:32	i	PP(PP)	i
POmtg404_5:33	think	VVP(VVP)	think
POmtg404_5:34	an-	XX(XX)	
POmtg404_5:35	anyhow	RB(RB)	anyhow
POmtg404_5:36	_0	PA(PA)	
POmtg404_5:37	a	DT(DT)	a
POmtg404_5:38	good	JJ(JJ)	good
POmtg404_5:39	idea	NN(NN)	idea
POmtg404_5:40	_0	PA(PA)	
POmtg404_5:41	to	TO(TO)	to
POmtg404_5:42	to	TO(TO)	to
POmtg404_5:43	meet	VV(VV)	meet
POmtg404_5:44	and	CC(CC)	and
POmtg404_5:45	er	UH(UH)	er
POmtg404_5:46	share	VV(VV)	share
POmtg404_5:47	points	NNS(NNS)	point
POmtg404_5:48	er	UH(UH)	er
POmtg404_5:49	on	IN(IN)	on
POmtg404_5:50	our	PP$(PP$)	we
POmtg404_5:51	various	JJ(JJ)	various
POmtg404_5:52	_0	PA(PA)	
POmtg404_5:53	missions	NNS(NNS)	mission
POmtg404_5:54	and	CC(CC)	and
POmtg404_5:55	er	UH(UH)	er
POmtg404_5:56	_0	PA(PA)	
POmtg404_5:57	processes	NNS(NNS)	process
POmtg404_5:58	and	CC(CC)	and
POmtg404_5:59	the	DT(DT)	the
POmtg404_5:60	specifically	RB(RB)	specifically
POmtg404_5:61	in	IN(IN)	in
POmtg404_5:62	er	UH(UH)	er
POmtg404_5:63	in	IN(IN)	in
POmtg404_5:64	these	DT(DT)	these
POmtg404_5:65	er	UH(UH)	er
POmtg404_5:66	a_[name1]	NP(NP)	
POmtg404_5:67	_1	PA(PA)	
POmtg404_5:68	er	UH(UH)	er
POmtg404_5:69	a_[name2]	NP(NP)	
POmtg404_5:70	_0	PA(PA)	
POmtg404_5:71	process	NN(NN)	process
POmtg404_5:72	times	NNS(NNS)	time
POmtg404_5:73	_0	PA(PA)	
POmtg404_5:74	it	PP(PP)	it
POmtg404_5:75	's	VBS(VBS)	be
POmtg404_5:76	a	DT(DT)	a
POmtg404_5:77	_1	PA(PA)	
POmtg404_5:78	evidently	RB(RB)	evidently
POmtg404_5:79	a	DT(DT)	a
POmtg404_5:80	major	JJ(JJ)	major
POmtg404_5:81	_3	PA(PA)	
POmtg404_5:82	reason	NN(NN)	reason
POmtg404_5:83	for	IN(IN)	for
POmtg404_5:84	for	IN(IN)	for
POmtg404_5:85	for	IN(IN)	for
POmtg404_5:86	this	DT(DT)	this
POmtg404_5:87	meeting	VVG(NN)	meet/meeting
POmtg404_5:88	_0	PA(PA)	
POmtg404_5:89	being	VBG(VBG)	be
POmtg404_5:90	called	VVN(VVN)	call
POmtg404_5:91	now	RB(RB)	now
POmtg404_5:92	_0	PA(PA)	
POmtg404_5:93	is	VBZ(VBZ)	be
POmtg404_5:94	that	IN(IN)	that
POmtg404_5:95	ministers	NNS(NNS)	minister
POmtg404_5:96	_0	PA(PA)	
POmtg404_5:97	in	IN(IN)	in
POmtg404_5:98	a_[name1]	NP(NP)	
POmtg404_5:99	_1	PA(PA)	
POmtg404_5:100	er	UH(UH)	er
POmtg404_5:101	_0	PA(PA)	
POmtg404_5:102	in	IN(IN)	in
POmtg404_5:103	the	DT(DT)	the
POmtg404_5:104	communiqué	NN(NN)	communiqué
POmtg404_5:105	asked	VVD(VVD)	ask
POmtg404_5:106	a_[org1]	NP(NP)	
POmtg404_5:107	to	TO(TO)	to
POmtg404_5:108	_3	PA(PA)	
POmtg404_5:109	set	VV(VV)	set
POmtg404_5:110	up	RP(RP)	up
POmtg404_5:111	this	DT(DT)	this
POmtg404_5:112	process	NN(NN)	process
POmtg404_5:113	of	IN(IN)	of
POmtg404_5:114	identif-	XX(XX)	
POmtg404_5:115	-fying	XX(XX)	
POmtg404_5:116	_0	PA(PA)	
POmtg404_5:117	er	UH(UH)	er
POmtg404_5:118	standards	NNS(NNS)	standard
POmtg404_5:119	of	IN(IN)	of
POmtg404_5:120	the	DT(DT)	the
POmtg404_5:121	for	IN(IN)	for
POmtg404_5:122	the	DT(DT)	the
POmtg404_5:123	quality	NN(NN)	quality
POmtg404_5:124	of	IN(IN)	of
POmtg404_5:125	_0	PA(PA)	
POmtg404_5:126	higher	NN(NN)	higher
POmtg404_5:127	education	NN(NN)	education
POmtg404_5:128	and	CC(CC)	and
POmtg404_5:129	er	UH(UH)	er
POmtg404_5:130	_1	PA(PA)	
POmtg404_5:131	peer-review	NN(NN)	peer-review
POmtg404_5:132	agencies	NNS(NNS)	agency
POmtg404_5:133	and	CC(CC)	and
POmtg404_5:134	er	UH(UH)	er
POmtg404_5:135	taking	VVG(VVG)	take
POmtg404_5:136	in	IN(IN)	in
POmtg404_5:137	their	PP$(PP$)	they
POmtg404_5:138	process	NN(NN)	process
POmtg404_5:139	er	UH(UH)	er
POmtg404_5:140	due	JJ(JJ)	due
POmtg404_5:141	account	NN(NN)	account
POmtg404_5:142	of	IN(IN)	of
POmtg404_5:143	the	DT(DT)	the
POmtg404_5:144	expertise	NN(NN)	expertise
POmtg404_5:145	_0	PA(PA)	
POmtg404_5:146	of	IN(IN)	of
POmtg404_5:147	other	JJ(JJ)	other
POmtg404_5:148	quality	NN(NN)	quality
POmtg404_5:149	assurance	NN(NN)	assurance
POmtg404_5:150	networks	NNS(NNS)	network
POmtg404_5:151	and	CC(CC)	and
POmtg404_5:152	organizations	NNS(NNS)	organization
POmtg404_5:153	_0	PA(PA)	
POmtg404_5:154	so	DM(DM)	so
POmtg404_5:155	that	DT(DT)	that
POmtg404_5:156	's	VBS(VBS)	be
POmtg404_5:157	_0	PA(PA)	
POmtg404_5:158	what	WP(WP)	what
POmtg404_5:159	we	PP(PP)	we
POmtg404_5:160	are	VBP(VBP)	be
POmtg404_5:161	going	VVG(VVG)	go
POmtg404_5:162	to	TO(TO)	to
POmtg404_5:163	do	VV(VV)	do
POmtg404_5:164	_0	PA(PA)	
POmtg404_5:165	from	IN(IN)	from
POmtg404_5:166	the	DT(DT)	the
POmtg404_5:167	a_[org1]	NP(NP)	
POmtg404_5:168	perspective	NN(NN)	perspective
POmtg404_5:169	er	UH(UH)	er
POmtg404_5:170	during	IN(IN)	during
POmtg404_5:171	this	DT(DT)	this
POmtg404_5:172	meeting	VVG(NN)	meet/meeting
POmtg404_5:173	er	UH(UH)	er
POmtg404_5:174	get	VV(VV)	get
POmtg404_5:175	get	VV(VV)	get
POmtg404_5:176	your	PP$(PP$)	you
POmtg404_5:177	feedback	NN(NN)	feedback
POmtg404_5:178	in	IN(IN)	in
POmtg404_5:179	terms	IN(IN)	term
POmtg404_5:180	of	IN(IN)	of
POmtg404_5:181	the	DT(DT)	the
POmtg404_5:182	_3	PA(PA)	
POmtg404_5:183	position	NN(NN)	position
POmtg404_5:184	or	CC(CC)	or
POmtg404_5:185	the	DT(DT)	the
POmtg404_5:186	place	NN(NN)	place
POmtg404_5:187	we	PP(PP)	we
POmtg404_5:188	have	VHP(VHP)	have
POmtg404_5:189	arrived	VVN(VVN)	arrive
POmtg404_5:190	at	IN(IN)	at
POmtg404_5:191	_0	PA(PA)	
POmtg404_5:192	at	IN(IN)	at
POmtg404_5:193	in	IN(IN)	in
POmtg404_5:194	the	DT(DT)	the
POmtg404_5:195	in	IN(IN)	in
POmtg404_5:196	the	DT(DT)	the
POmtg404_5:197	a_[org1]	NP(NP)	
POmtg404_5:198	process	NN(NN)	process
POmtg404_5:199	and	CC(CC)	and
POmtg404_5:200	er	UH(UH)	er
POmtg404_5:201	_0	PA(PA)	
POmtg404_5:202	as	IN(IN)	as
POmtg404_5:203	we	PP(PP)	we
POmtg404_5:204	conclude	VVP(VVP)	conclude
POmtg404_5:205	_0	PA(PA)	
POmtg404_5:206	our	PP$(PP$)	we
POmtg404_5:207	meetings	NNS(NNS)	meeting
POmtg404_5:208	and	CC(CC)	and
POmtg404_5:209	get	VVP(VVP)	get
POmtg404_5:210	to	IN(IN)	to
POmtg404_5:211	item	NN(NN)	item
POmtg404_5:212	five	CD(CD)	five
POmtg404_5:213	on	IN(IN)	on
POmtg404_5:214	er	UH(UH)	er
POmtg404_5:215	future	JJ(JJ)	future
POmtg404_5:216	contact	NN(NN)	contact
POmtg404_5:217	and	CC(CC)	and
POmtg404_5:218	cooperation	NN(NN)	cooperation
POmtg404_5:219	between	IN(IN)	between
POmtg404_5:220	the	DT(DT)	the
POmtg404_5:221	organization	NN(NN)/NNS(NNS)	organization
POmtg404_5:222	we	PP(PP)	we
POmtg404_5:223	can	MD(MD)	can
POmtg404_5:224	discuss	VV(VV)	discuss
POmtg404_5:225	how	WRB(WRB)	how
POmtg404_5:226	to	TO(TO)	to
POmtg404_5:227	proceed	VV(VV)	proceed
POmtg404_5:228	_0	PA(PA)	
POmtg404_5:229	further	RBR(RBR)	far
POmtg404_5:230	in	IN(IN)	in
POmtg404_5:231	in	IN(IN)	in
POmtg404_5:232	that	DT(DT)	that
POmtg404_5:233	direction	NN(NN)	direction
POmtg404_5:234	so	DM(DM)	so
POmtg404_5:235	er	UH(UH)	er
POmtg404_5:236	_0	PA(PA)	
POmtg404_5:237	we	PP(PP)	we
POmtg404_5:238	we	PP(PP)	we
POmtg404_5:239	have	VHP(VHP)	have
POmtg404_5:240	an	DT(DT)	a
POmtg404_5:241	agenda	NN(NN)	agenda
POmtg404_5:242	which	PRE(PRE)	which
POmtg404_5:243	is	VBZ(VBZ)	be
POmtg404_5:244	er	UH(UH)	er
POmtg404_5:245	_1	PA(PA)	
POmtg404_5:246	partly	RB(RB)	partly
POmtg404_5:247	the	DT(DT)	the
POmtg404_5:248	fir-	XX(XX)	
POmtg404_5:249	the	DT(DT)	the
POmtg404_5:250	second	JJ(JJ)	second
POmtg404_5:251	item	NN(NN)	item
POmtg404_5:252	where	WRB(WRB)	where
POmtg404_5:253	we	PP(PP)	we
POmtg404_5:254	er	UH(UH)	er
POmtg404_5:255	present	VVP(VVP)	present
POmtg404_5:256	aims	NNS(NNS)	aim
POmtg404_5:257	and	CC(CC)	and
POmtg404_5:258	means	NNS(NNS)	mean
POmtg404_5:259	of	IN(IN)	of
POmtg404_5:260	of	IN(IN)	of
POmtg404_5:261	the	DT(DT)	the
POmtg404_5:262	networks	NNS(NNS)	network
POmtg404_5:263	by	IN(IN)	by
POmtg404_5:264	_0	PA(PA)	
POmtg404_5:265	by	IN(IN)	by
POmtg404_5:266	_0	PA(PA)	
POmtg404_5:267	way	NN(NN)	way
POmtg404_5:268	of	IN(IN)	of
POmtg404_5:269	a	DT(DT)	a
POmtg404_5:270	general	JJ(JJ)	general
POmtg404_5:271	introduction	NN(NN)	introduction
POmtg404_5:272	and	CC(CC)	and
POmtg404_5:273	then	RB(RB)	then
POmtg404_5:274	what	WP(WP)	what
POmtg404_5:275	's	VBS(VBS)	be
POmtg404_5:276	probably	RB(RB)	probably
POmtg404_5:277	going	VVG(VVG)	go
POmtg404_5:278	to	TO(TO)	to
POmtg404_5:279	be	VB(VB)	be
POmtg404_5:280	the	DT(DT)	the
POmtg404_5:281	_1	PA(PA)	
POmtg404_5:282	sort	NN(NN)	sort
POmtg404_5:283	of	IN(IN)	of
POmtg404_5:284	focal	NN(NN)	focal
POmtg404_5:285	point	NN(NN)	point
POmtg404_5:286	er	UH(UH)	er
POmtg404_5:287	the	DT(DT)	the
POmtg404_5:288	various	JJ(JJ)	various
POmtg404_5:289	positions	NNS(NNS)	position
POmtg404_5:290	towards	IN(IN)	towards
POmtg404_5:291	the	DT(DT)	the
POmtg404_5:292	a_[name1]	NP(NP)	
POmtg404_5:293	mandate	NN(NN)	mandate
POmtg404_5:294	of	IN(IN)	of
POmtg404_5:295	on	IN(IN)	on
POmtg404_5:296	quality	NN(NN)	quality
POmtg404_5:297	assurance	NN(NN)	assurance
POmtg404_5:298	_1	PA(PA)	
POmtg404_5:299	leading	VVG(VVG)	lead
POmtg404_5:300	to	IN(IN)	to
POmtg404_5:301	to	IN(IN)	to
POmtg404_5:302	to	IN(IN)	to
POmtg404_5:303	a	DT(DT)	a
POmtg404_5:304	general	JJ(JJ)	general
POmtg404_5:305	discussion	NN(NN)	discussion
POmtg404_5:306	er	UH(UH)	er
POmtg404_5:307	amongst	IN(IN)	amongst
POmtg404_5:308	us	PP(PP)	we
POmtg404_5:309	_1	PA(PA)	
POmtg404_5:310	so	DM(DM)	so
POmtg404_5:311	erm	UH(UH)	erm
POmtg404_5:312	i	PP(PP)	i
POmtg404_5:313	'm	VBP(VBP)	be
POmtg404_5:314	sure	JJ(JJ)	sure
POmtg404_5:315	we	PP(PP)	we
POmtg404_5:316	'll	MD(MD)	will
POmtg404_5:317	have	VH(VH)	have
POmtg404_5:318	a	DT(DT)	a
POmtg404_5:319	a	DT(DT)	a
POmtg404_5:320	fruitful	JJ(JJ)	fruitful
POmtg404_5:321	day	NN(NN)	day
POmtg404_5:322	er	UH(UH)	er
POmtg404_5:323	in	IN(IN)	in
POmtg404_5:324	terms	IN(IN)	term
POmtg404_5:325	of	IN(IN)	of
POmtg404_5:326	practical	JJ(JJ)	practical
POmtg404_5:327	er	UH(UH)	er
POmtg404_5:328	comments	NNS(NNS)	comment
POmtg404_5:329	_0	PA(PA)	
POmtg404_5:330	for	IN(IN)	for
POmtg404_5:331	one	CD(CD)	one
POmtg404_5:332	i	PP(PP)	i
POmtg404_5:333	_0	PA(PA)	
POmtg404_5:334	introduced	VVD(VVD)	introduce
POmtg404_5:335	to	IN(IN)	to
POmtg404_5:336	you	PP(PP)	you
POmtg404_5:337	in	IN(IN)	in
POmtg404_5:338	my	PP$(PP$)	i
POmtg404_5:339	_1	PA(PA)	
POmtg404_5:340	mail	NN(NN)	mail
POmtg404_5:341	last	JJ(JJ)	last
POmtg404_5:342	week	NN(NN)	week
POmtg404_5:343	er	UH(UH)	er
POmtg404_5:344	er	UH(UH)	er
POmtg404_5:345	a_[S2]	NP(NP)	
POmtg404_5:346	_0	PA(PA)	
POmtg404_5:347	from	IN(IN)	from
POmtg404_5:348	from	IN(IN)	from
POmtg404_5:349	austria	NP(NP)	austria
POmtg404_5:350	who	PRE(PRE)	who
POmtg404_5:351	is	VBZ(VBZ)	be
POmtg404_5:352	doing	VVG(VVG)	do
POmtg404_5:353	this	DT(DT)	this
POmtg404_5:354	interesting	JJ(JJ)	interesting
POmtg404_5:355	project	NN(NN)	project

POmtg404_6:1	er	UH(UH)	er
POmtg404_6:2	_0	PA(PA)	
POmtg404_6:3	we	PP(PP)	we
POmtg404_6:4	had	VHD(VHD)	have
POmtg404_6:5	this	DT(DT)	this
POmtg404_6:6	is	VBZ(VBZ)	be
POmtg404_6:7	the	DT(DT)	the
POmtg404_6:8	meeting	VVG(NN)	meet/meeting
POmtg404_6:9	room	NN(NN)	room
POmtg404_6:10	with	IN(IN)	with
POmtg404_6:11	actually	RB(RB)	actually
POmtg404_6:12	with	IN(IN)	with
POmtg404_6:13	with	IN(IN)	with
POmtg404_6:14	air	NN(NN)	air
POmtg404_6:15	condition	NN(NN)	condition
POmtg404_6:16	_0	PA(PA)	
POmtg404_6:17	i	PP(PP)	i
POmtg404_6:18	have	VHP(VHP)	have
POmtg404_6:19	n't	RB(RB)	not
POmtg404_6:20	put	VV(VV)	put
POmtg404_6:21	it	PP(PP)	it
POmtg404_6:22	on	RP(RP)	on
POmtg404_6:23	because	IN(IN)	because
POmtg404_6:24	a_[S4]	NP(NP)	
POmtg404_6:25	a_[S4/last]	NP(NP)	
POmtg404_6:26	is	VBZ(VBZ)	be
POmtg404_6:27	here	RB(RB)	here
POmtg404_6:28	and	CC(CC)	and
POmtg404_6:29	she	PP(PP)	she
POmtg404_6:30	normally	RB(RB)	normally
POmtg404_6:31	considers	VVZ(VVZ)	consider
POmtg404_6:32	_0	PA(PA)	
POmtg404_6:33	the	DT(DT)	the
POmtg404_6:34	temperature	NN(NN)	temperature
POmtg404_6:35	to	TO(TO)	to
POmtg404_6:36	be	VB(VB)	be
POmtg404_6:37	too	RB(RB)	too
POmtg404_6:38	low	JJ(JJ)	low
POmtg404_6:39	when	WRB(WRB)	when
POmtg404_6:40	we	PP(PP)	we
POmtg404_6:41	put	VVP(VVP)	put
POmtg404_6:42	it	PP(PP)	it
POmtg404_6:43	on	RP(RP)	on
POmtg404_6:44	but	CC(CC)	but

POmtg404_7:1	@@@	LA(LA)	

POmtg404_8:1	a_[S4]	NP(NP)	
POmtg404_8:2	and	CC(CC)	and
POmtg404_8:3	i	PP(PP)	i
POmtg404_8:4	will	MD(MD)	will
POmtg404_8:5	have	VH(VH)	have
POmtg404_8:6	a	DT(DT)	a
POmtg404_8:7	silent	JJ(JJ)	silent
POmtg404_8:8	conversation	NN(NN)	conversation
POmtg404_8:9	as	IN(IN)	as
POmtg404_8:10	the	DT(DT)	the
POmtg404_8:11	meeting	VVG(NN)	meet/meeting
POmtg404_8:12	proceeds	VVZ(VVZ)	proceed
POmtg404_8:13	and	CC(CC)	and
POmtg404_8:14	i	PP(PP)	i
POmtg404_8:15	can	MD(MD)	can
POmtg404_8:16	assure	VV(VV)	assure
POmtg404_8:17	you	PP(PP)	you
POmtg404_8:18	you	PP(PP)	you
POmtg404_8:19	all	DT(DT)	all
POmtg404_8:20	suffocate	VVP(VVP)	suffocate
POmtg404_8:21	anyhow	RB(RB)	anyhow

POmtg404_9:1	@@@	LA(LA)	

POmtg404_10:1	lunch	NN(NN)	lunch
POmtg404_10:2	will	MD(MD)	will
POmtg404_10:3	be	VB(VB)	be
POmtg404_10:4	served	VVN(VVN)	serve
POmtg404_10:5	_1	PA(PA)	
POmtg404_10:6	er	UH(UH)	er
POmtg404_10:7	in	IN(IN)	in
POmtg404_10:8	the	DT(DT)	the
POmtg404_10:9	other	JJ(JJ)	other
POmtg404_10:10	part	NN(NN)	part
POmtg404_10:11	of	IN(IN)	of
POmtg404_10:12	the	DT(DT)	the
POmtg404_10:13	room	NN(NN)	room
POmtg404_10:14	by	IN(IN)	by
POmtg404_10:15	er	UH(UH)	er
POmtg404_10:16	twelve	CD(CD)	twelve
POmtg404_10:17	thirty	CD(CD)	thirty
POmtg404_10:18	_0	PA(PA)	
POmtg404_10:19	er	UH(UH)	er
POmtg404_10:20	more	RB(RB)	more
POmtg404_10:21	or	RB(RB)	or
POmtg404_10:22	less	RB(RB)	less
POmtg404_10:23	precisely	RB(RB)	precisely
POmtg404_10:24	_0	PA(PA)	
POmtg404_10:25	that	DT(DT)	that
POmtg404_10:26	's	VBS(VBS)	be
POmtg404_10:27	when	WRB(WRB)	when
POmtg404_10:28	the	DT(DT)	the
POmtg404_10:29	food	NN(NN)	food
POmtg404_10:30	arrives	VVZ(VVZ)	arrive
POmtg404_10:31	from	IN(IN)	from
POmtg404_10:32	_1	PA(PA)	
POmtg404_10:33	er	UH(UH)	er
POmtg404_10:34	a-	XX(XX)	
POmtg404_10:35	a-	XX(XX)	
POmtg404_10:36	at	IN(IN)	at
POmtg404_10:37	the	DT(DT)	the
POmtg404_10:38	institute	NN(NN)	institute
POmtg404_10:39	_0	PA(PA)	
POmtg404_10:40	i	PP(PP)	i
POmtg404_10:41	suggest	VVP(VVP)	suggest
POmtg404_10:42	we	PP(PP)	we
POmtg404_10:43	just	RB(RB)	just
POmtg404_10:44	have	VHP(VHP)	have
POmtg404_10:45	er	UH(UH)	er
POmtg404_10:46	even	IN(IN)	even
POmtg404_10:47	if	IN(IN)	if
POmtg404_10:48	we	PP(PP)	we
POmtg404_10:49	have	VHP(VHP)	have
POmtg404_10:50	said	VVN(VVN)	say
POmtg404_10:51	_0	PA(PA)	
POmtg404_10:52	nicely	RB(RB)	nicely
POmtg404_10:53	hello	FI(FI)	hello
POmtg404_10:54	to	IN(IN)	to
POmtg404_10:55	each	NN(NN)	each
POmtg404_10:56	other	NN(NN)	other
POmtg404_10:57	i	PP(PP)	i
POmtg404_10:58	suggest	VVP(VVP)	suggest
POmtg404_10:59	we	PP(PP)	we
POmtg404_10:60	have	VHP(VHP)	have
POmtg404_10:61	just	RB(RB)	just
POmtg404_10:62	er	UH(UH)	er
POmtg404_10:63	a	DT(DT)	a
POmtg404_10:64	quick	JJ(JJ)	quick
POmtg404_10:65	round	NN(NN)	round
POmtg404_10:66	of	IN(IN)	of
POmtg404_10:67	presentations	NNS(NNS)	presentation
POmtg404_10:68	er	UH(UH)	er
POmtg404_10:69	at	IN(IN)	at
POmtg404_10:70	this	DT(DT)	this
POmtg404_10:71	stage	NN(NN)	stage
POmtg404_10:72	and	CC(CC)	and
POmtg404_10:73	er	UH(UH)	er
POmtg404_10:74	i	PP(PP)	i
POmtg404_10:75	should	MD(MD)	shall
POmtg404_10:76	of	RB(RB)	of
POmtg404_10:77	course	RB(RB)	course
POmtg404_10:78	have	VH(VH)	have
POmtg404_10:79	started	VVN(VVN)	start
POmtg404_10:80	by	IN(IN)	by
POmtg404_10:81	_0	PA(PA)	
POmtg404_10:82	introducing	VVG(VVG)	introduce
POmtg404_10:83	myself	PP(PP)	i
POmtg404_10:84	as	IN(IN)	as
POmtg404_10:85	president	NN(NN)	president
POmtg404_10:86	a_[S1/last]	NP(NP)	
POmtg404_10:87	the	DT(DT)	the
POmtg404_10:88	_1	PA(PA)	
POmtg404_10:89	executive	NN(NN)	executive
POmtg404_10:90	director	NN(NN)	director
POmtg404_10:91	of	IN(IN)	of
POmtg404_10:92	this	DT(DT)	this
POmtg404_10:93	er	UH(UH)	er
POmtg404_10:94	institute	NN(NN)	institute
POmtg404_10:95	_0	PA(PA)	
POmtg404_10:96	which	PRE(PRE)	which
POmtg404_10:97	_0	PA(PA)	
POmtg404_10:98	you	PP(PP)	you
POmtg404_10:99	're	VBP(VBP)	be
POmtg404_10:100	free	JJ(JJ)	free
POmtg404_10:101	to	TO(TO)	to
POmtg404_10:102	_1	PA(PA)	
POmtg404_10:103	look	VV(VV)	look
POmtg404_10:104	at	IN(IN)	at
POmtg404_10:105	as	IN(IN)	as
POmtg404_10:106	the	DT(DT)	the
POmtg404_10:107	day	NN(NN)	day
POmtg404_10:108	passes	VVZ(VVZ)	pass
POmtg404_10:109	we	PP(PP)	we
POmtg404_10:110	have	VH(VH)	have
POmtg404_10:111	even	RB(RB)	even
POmtg404_10:112	a	DT(DT)	a
POmtg404_10:113	_0	PA(PA)	
POmtg404_10:114	another	DT(DT)	another
POmtg404_10:115	floor	NN(NN)	floor
POmtg404_10:116	er	UH(UH)	er
POmtg404_10:117	the	DT(DT)	the
POmtg404_10:118	first	NN(NN)	first
POmtg404_10:119	floor	NN(NN)	floor
POmtg404_10:120	it	PP(PP)	it
POmtg404_10:121	's	VBS(VBS)	be
POmtg404_10:122	a	DT(DT)	a
POmtg404_10:123	very	RB(RB)	very
POmtg404_10:124	big	JJ(JJ)	big
POmtg404_10:125	institute	NN(NN)	institute
POmtg404_10:126	because	IN(IN)	because
POmtg404_10:127	as	IN(IN)	as
POmtg404_10:128	you	PP(PP)	you
POmtg404_10:129	know	VVP(VVP)	know
POmtg404_10:130	we	PP(PP)	we
POmtg404_10:131	have	VHP(VHP)	have
POmtg404_10:132	the	DT(DT)	the
