EDsed301_1:1	excuse	FI(FI)	excuse
EDsed301_4:36	visitors	NNS(NNS)	visitor
EDsed301_4:37	who	PRE(PRE)	who
EDsed301_4:38	are	VBP(VBP)	be
EDsed301_4:39	more	RBR(RBR)	more
EDsed301_4:40	interested	JJ(JJ)	interested
EDsed301_4:41	in	IN(IN)	in
EDsed301_4:42	you	PP(PP)	you
EDsed301_4:43	speaking	VVG(VVG)	speak
EDsed301_4:44	@	LA(LA)	

EDsed301_5:1	@@@	LA(LA)	

EDsed301_6:1	er	UH(UH)	er
EDsed301_6:2	_0	PA(PA)	
EDsed301_6:3	and	CC(CC)	and
EDsed301_6:4	er	UH(UH)	er
EDsed301_6:5	they	PP(PP)	they
EDsed301_6:6	they	PP(PP)	they
EDsed301_6:7	may	MD(MD)	may
EDsed301_6:8	also	RB(RB)	also
EDsed301_6:9	be	VB(VB)	be
EDsed301_6:10	interested	JJ(JJ)	interested
EDsed301_6:11	in	IN(IN)	in
EDsed301_6:12	me	PP(PP)	i
EDsed301_6:13	speaking	VVG(VVG)	speak
EDsed301_6:14	because	IN(IN)	because
EDsed301_6:15	i	PP(PP)	i
EDsed301_6:16	'm	VBP(VBP)	be
EDsed301_6:17	also	RB(RB)	also
EDsed301_6:18	a	DT(DT)	a
EDsed301_6:19	non-native	JJ(JJ)	non-native
EDsed301_6:20	speaker	NN(NN)	speaker
EDsed301_6:21	but	CC(CC)	but
EDsed301_6:22	erm	UH(UH)	erm
EDsed301_6:23	_2	PA(PA)	
EDsed301_6:24	the	DT(DT)	the
EDsed301_6:25	the	DT(DT)	the
EDsed301_6:26	other	JJ(JJ)	other
EDsed301_6:27	point	NN(NN)	point
EDsed301_6:28	is	VBZ(VBZ)	be
EDsed301_6:29	that	IN(IN)	that
EDsed301_6:30	er	UH(UH)	er
EDsed301_6:31	i	PP(PP)	i
EDsed301_6:32	_0	PA(PA)	
EDsed301_6:33	want	VVP(VVP)	want
EDsed301_6:34	to	TO(TO)	to
EDsed301_6:35	want	VVP(VVP)	want
EDsed301_6:36	to	TO(TO)	to
EDsed301_6:37	finish	VV(VV)	finish
EDsed301_6:38	with	IN(IN)	with
EDsed301_6:39	agriculture	NN(NN)	agriculture
EDsed301_6:40	today	RB(RB)	today
EDsed301_6:41	and	CC(CC)	and
EDsed301_6:42	er	UH(UH)	er
EDsed301_6:43	_2	PA(PA)	
EDsed301_6:44	by	IN(IN)	by
EDsed301_6:45	tomorrow	RB(RB)	tomorrow
EDsed301_6:46	i	PP(PP)	i
EDsed301_6:47	will	MD(MD)	will
EDsed301_6:48	have	VH(VH)	have
EDsed301_6:49	an	DT(DT)	a
EDsed301_6:50	idea	NN(NN)	idea
EDsed301_6:51	of	IN(IN)	of
EDsed301_6:52	how	WRB(WRB)	how
EDsed301_6:53	you	PP(PP)	you
EDsed301_6:54	've	VHP(VHP)	have
EDsed301_6:55	sort	RB(RB)	sort
EDsed301_6:56	of	RB(RB)	of
EDsed301_6:57	dealt	VVN(VVN)	deal
EDsed301_6:58	with	IN(IN)	with
EDsed301_6:59	the	DT(DT)	the
EDsed301_6:60	questions	NNS(NNS)	question
EDsed301_6:61	or	CC(CC)	or
EDsed301_6:62	what	WP(WP)	what
EDsed301_6:63	th-	XX(XX)	
EDsed301_6:64	wh-	XX(XX)	
EDsed301_6:65	what	WP(WP)	what
EDsed301_6:66	the	DT(DT)	the
EDsed301_6:67	problems	NNS(NNS)	problem
EDsed301_6:68	are	VBP(VBP)	be
EDsed301_6:69	and	CC(CC)	and
EDsed301_6:70	then	RB(RB)	then
EDsed301_6:71	i	PP(PP)	i
EDsed301_6:72	can	MD(MD)	can
EDsed301_6:73	sort	RB(RB)	sort
EDsed301_6:74	of	RB(RB)	of
EDsed301_6:75	erm	UH(UH)	erm
EDsed301_6:76	give	VV(VV)	give
EDsed301_6:77	you	PP(PP)	you
EDsed301_6:78	a	DT(DT)	a
EDsed301_6:79	better	JJR(JJR)	good
EDsed301_6:80	idea	NN(NN)	idea
EDsed301_6:81	of	IN(IN)	of
EDsed301_6:82	what	WP(WP)	what
EDsed301_6:83	i	PP(PP)	i
EDsed301_6:84	expected	VVD(VVD)	expect
EDsed301_6:85	and	CC(CC)	and
EDsed301_6:86	what	WP(WP)	what
EDsed301_6:87	's	VBS(VBS)	be
EDsed301_6:88	fine	JJ(JJ)	fine
EDsed301_6:89	and	CC(CC)	and
EDsed301_6:90	er	UH(UH)	er
EDsed301_6:91	_0	PA(PA)	
EDsed301_6:92	where	WRB(WRB)	where
EDsed301_6:93	i	PP(PP)	i
EDsed301_6:94	may	MD(MD)	may
EDsed301_6:95	_0	PA(PA)	
EDsed301_6:96	have	VHP(VHP)	have
EDsed301_6:97	misled	VVN(VVN)	mislead
EDsed301_6:98	you	PP(PP)	you
EDsed301_6:99	by	IN(IN)	by
EDsed301_6:100	_0	PA(PA)	
EDsed301_6:101	using	VVG(VVG)	use
EDsed301_6:102	functional	JJ(JJ)	functional
EDsed301_6:103	t-	XX(XX)	
EDsed301_6:104	functional	JJ(JJ)	functional
EDsed301_6:105	too	RB(RB)	too
EDsed301_6:106	many	JJ(JJ)	many
EDsed301_6:107	times	NNS(NNS)	time

EDsed301_7:1	hh	BR(BR)	

EDsed301_8:1	er	UH(UH)	er

EDsed301_9:1	@	LA(LA)	
EDsed301_9:2	_0	PA(PA)	

EDsed301_10:1	all	RB(RB)	all
EDsed301_10:2	right	RB(RB)	right
EDsed301_10:3	_1	PA(PA)	
EDsed301_10:4	er	UH(UH)	er
EDsed301_10:5	we	PP(PP)	we
EDsed301_10:6	_0	PA(PA)	
EDsed301_10:7	spoke	VVD(VVD)	speak
EDsed301_10:8	about	IN(IN)	about
EDsed301_10:9	_1	PA(PA)	
EDsed301_10:10	the	DT(DT)	the
EDsed301_10:11	cap	NN(NN)	cap
EDsed301_10:12	the	DT(DT)	the
EDsed301_10:13	common	NN(NN)	common
EDsed301_10:14	agriculture	NN(NN)	agriculture
EDsed301_10:15	policy	NN(NN)	policy
EDsed301_10:16	yesterday	RB(RB)	yesterday
EDsed301_10:17	_0	PA(PA)	
EDsed301_10:18	and	CC(CC)	and
EDsed301_10:19	_0	PA(PA)	
EDsed301_10:20	we	PP(PP)	we
EDsed301_10:21	started	VVD(VVD)	start
EDsed301_10:22	off	RP(RP)	off
EDsed301_10:23	by	IN(IN)	by
EDsed301_10:24	first	RB(RB)	first
EDsed301_10:25	of	IN(IN)	of
EDsed301_10:26	all	DT(DT)	all
EDsed301_10:27	getting	VVG(VVG)	get
EDsed301_10:28	a-	XX(XX)	
EDsed301_10:29	an	DT(DT)	a
EDsed301_10:30	idea	NN(NN)	idea
EDsed301_10:31	a-	XX(XX)	
EDsed301_10:32	about	IN(IN)	about
EDsed301_10:33	the	DT(DT)	the
EDsed301_10:34	the	DT(DT)	the
EDsed301_10:35	original	JJ(JJ)	original
EDsed301_10:36	structure	NN(NN)	structure
EDsed301_10:37	of	IN(IN)	of
EDsed301_10:38	this	DT(DT)	this
EDsed301_10:39	policy	NN(NN)	policy
EDsed301_10:40	_2	PA(PA)	
EDsed301_10:41	and	CC(CC)	and
EDsed301_10:42	about	IN(IN)	about
EDsed301_10:43	the	DT(DT)	the
EDsed301_10:44	budgetary	JJ(JJ)	budgetary
EDsed301_10:45	situation	NN(NN)	situation
EDsed301_10:46	_1	PA(PA)	
EDsed301_10:47	so	DM(DM)	so
EDsed301_10:48	what	WP(WP)	what
EDsed301_10:49	's	VBS(VBS)	be
EDsed301_10:50	the	DT(DT)	the
EDsed301_10:51	money	NN(NN)	money
EDsed301_10:52	available	JJ(JJ)	available
EDsed301_10:53	for	IN(IN)	for
EDsed301_10:54	this	DT(DT)	this
EDsed301_10:55	kind	NN(NN)	kind
EDsed301_10:56	of	IN(IN)	of
EDsed301_10:57	policy	NN(NN)	policy
EDsed301_10:58	that	PRE(PRE)	that
EDsed301_10:59	seem	V(VVZ)	seem
EDsed301_10:60	to	TO(TO)	to
EDsed301_10:61	cost	VV(VV)	cost
EDsed301_10:62	quite	PDT(PDT)	quite
EDsed301_10:63	a	DT(DT)	a
EDsed301_10:64	bit	NN(NN)	bit
EDsed301_10:65	of	IN(IN)	of
EDsed301_10:66	them	PP(PP)	they
EDsed301_10:67	_1	PA(PA)	
EDsed301_10:68	er	UH(UH)	er
EDsed301_10:69	_0	PA(PA)	
EDsed301_10:70	if	IN(IN)	if
EDsed301_10:71	i	PP(PP)	i
EDsed301_10:72	would	MD(MD)	will
EDsed301_10:73	now	RB(RB)	now
EDsed301_10:74	turn	VV(VV)	turn
EDsed301_10:75	the	DT(DT)	the
EDsed301_10:76	question	NN(NN)	question
EDsed301_10:77	to	IN(IN)	to
EDsed301_10:78	you	PP(PP)	you
EDsed301_10:79	of	IN(IN)	of
EDsed301_10:80	where	WRB(WRB)	where
EDsed301_10:81	you	PP(PP)	you
EDsed301_10:82	see	VVP(VVP)	see
EDsed301_10:83	the	DT(DT)	the
EDsed301_10:84	problems	NNS(NNS)	problem
EDsed301_10:85	with	IN(IN)	with
EDsed301_10:86	this	DT(DT)	this
EDsed301_10:87	policy	NN(NN)	policy
EDsed301_10:88	_1	PA(PA)	
EDsed301_10:89	what	WP(WP)	what
EDsed301_10:90	are	VBP(VBP)	be
EDsed301_10:91	some	DT(DT)	some
EDsed301_10:92	of	IN(IN)	of
EDsed301_10:93	some	DT(DT)	some
EDsed301_10:94	of	IN(IN)	of
EDsed301_10:95	the	DT(DT)	the
EDsed301_10:96	_0	PA(PA)	
EDsed301_10:97	ideas	NNS(NNS)	idea
EDsed301_10:98	that	PRE(PRE)	that
EDsed301_10:99	_0	PA(PA)	
EDsed301_10:100	you	PP(PP)	you
EDsed301_10:101	come	VVP(VVP)	come
EDsed301_10:102	up	RP(RP)	up
EDsed301_10:103	with	IN(IN)	with
EDsed301_10:104	_0	PA(PA)	
EDsed301_10:105	when	WRB(WRB)	when
EDsed301_10:106	x	UNI(UNI)	
EDsed301_10:107	where	WRB(WRB)	where
EDsed301_10:108	there	EX(EX)	there
EDsed301_10:109	's	VBS(VBS)	be
EDsed301_10:110	really	RB(RB)	really
EDsed301_10:111	some	DT(DT)	some
EDsed301_10:112	need	NN(NN)	need
EDsed301_10:113	for	IN(IN)	for
EDsed301_10:114	_0	PA(PA)	
EDsed301_10:115	a_[S3]	NP(NP)	

EDsed301_11:1	okay	RE(RE)	okay

EDsed301_12:1	but	CC(CC)	but
EDsed301_12:2	after	IN(IN)	after
EDsed301_12:3	the	DT(DT)	the
EDsed301_12:4	enlargement	NN(NN)	enlargement
EDsed301_12:5	there	EX(EX)	there
EDsed301_12:6	are	VBP(VBP)	be
EDsed301_12:7	even	RB(RB)	even
EDsed301_12:8	more	JJR(JJR)	more
EDsed301_12:9	countries	NNS(NNS)	country
EDsed301_12:10	_0	PA(PA)	
EDsed301_12:11	erm	UH(UH)	erm
EDsed301_12:12	that	PRE(PRE)	that
EDsed301_12:13	depend	VVP(VVP)	depend
EDsed301_12:14	strongly	RB(RB)	strongly
EDsed301_12:15	on	IN(IN)	on
EDsed301_12:16	agriculture	NN(NN)	agriculture
EDsed301_12:17	_0	PA(PA)	
EDsed301_12:18	and	CC(CC)	and
EDsed301_12:19	erm	UH(UH)	erm
EDsed301_12:20	to	TO(TO)	to
EDsed301_12:21	compete	VV(VV)	compete
EDsed301_12:22	with	IN(IN)	with
EDsed301_12:23	the	DT(DT)	the
EDsed301_12:24	other	JJ(JJ)	other
EDsed301_12:25	s_eu	NP(NP)	s_eu
EDsed301_12:26	countries	NNS(NNS)	country
EDsed301_12:27	s_eu	NP(NP)	s_eu
EDsed301_12:28	member	NN(NN)	member
EDsed301_12:29	countries	NNS(NNS)	country
EDsed301_12:30	erm	UH(UH)	erm
EDsed301_12:31	the	DT(DT)	the
EDsed301_12:32	s_eu	NP(NP)	s_eu
EDsed301_12:33	has	VHZ(VHZ)	have
EDsed301_12:34	to	TO(TO)	to
EDsed301_12:35	subsidize	VV(VV)	subsidize
EDsed301_12:36	these	DT(DT)	these
EDsed301_12:37	countries	NNS(NNS)	country
EDsed301_12:38	_0	PA(PA)	
EDsed301_12:39	and	CC(CC)	and
EDsed301_12:40	so	DM(DM)	so
EDsed301_12:41	the	DT(DT)	the
EDsed301_12:42	budget	NN(NN)	budget
EDsed301_12:43	therefore	RB(RB)	therefore
EDsed301_12:44	_0	PA(PA)	
EDsed301_12:45	erm	UH(UH)	erm
EDsed301_12:46	we	PP(PP)	we
EDsed301_12:47	do	VVP(VVP)	do
EDsed301_12:48	n't	RB(RB)	not
EDsed301_12:49	have	VH(VH)	have
EDsed301_12:50	enough	JJ(JJ)	enough
EDsed301_12:51	money	NN(NN)	money
EDsed301_12:52	_1	PA(PA)	
EDsed301_12:53	and	CC(CC)	and
EDsed301_12:54	that	DT(DT)	that
EDsed301_12:55	's	VBS(VBS)	be
EDsed301_12:56	the	DT(DT)	the
EDsed301_12:57	reason	NN(NN)	reason
EDsed301_12:58	why	WRB(WRB)	why
EDsed301_12:59	they	PP(PP)	they
EDsed301_12:60	_0	PA(PA)	
EDsed301_12:61	first	RB(RB)	first
EDsed301_12:62	of	IN(IN)	of
EDsed301_12:63	all	DT(DT)	all
EDsed301_12:64	they	PP(PP)	they
EDsed301_12:65	get	VVP(VVP)	get
EDsed301_12:66	_0	PA(PA)	
EDsed301_12:67	they	PP(PP)	they
EDsed301_12:68	do	VVP(VVP)	do
EDsed301_12:69	n't	RB(RB)	not
EDsed301_12:70	get	VV(VV)	get
EDsed301_12:71	as	RB(RB)	as
EDsed301_12:72	much	JJ(JJ)	much
EDsed301_12:73	as	IN(IN)	as
EDsed301_12:74	all	PDT(PDT)	all
EDsed301_12:75	the	DT(DT)	the
EDsed301_12:76	other	JJ(JJ)	other
EDsed301_12:77	s_eu	NP(NP)	s_eu
EDsed301_12:78	members	NNS(NNS)	member
EDsed301_12:79	got	VVD(VVD)	get
EDsed301_12:80	when	WRB(WRB)	when
EDsed301_12:81	they	PP(PP)	they
EDsed301_12:82	first	RB(RB)	first
EDsed301_12:83	joined	VVD(VVD)	join
EDsed301_12:84	the	DT(DT)	the
EDsed301_12:85	s_eu	NP(NP)	s_eu
EDsed301_12:86	_0	PA(PA)	

EDsed301_13:1	right	DM(DM)	right
EDsed301_13:2	so	DM(DM)	so
EDsed301_13:3	bu-	XX(XX)	
EDsed301_13:4	er	UH(UH)	er
EDsed301_13:5	the	DT(DT)	the
EDsed301_13:6	the	DT(DT)	the
EDsed301_13:7	old	JJ(JJ)	old
EDsed301_13:8	structure	NN(NN)	structure
EDsed301_13:9	seems	VVZ(VVZ)	seem
EDsed301_13:10	unsustainable	JJ(JJ)	unsustainable

EDsed301_14:1	mhm	RE(RE)	mhm

EDsed301_15:1	er	UH(UH)	er
EDsed301_15:2	after	IN(IN)	after
EDsed301_15:3	enlargement	NN(NN)	enlargement
EDsed301_15:4	_0	PA(PA)	
EDsed301_15:5	are	VBP(VBP)	be
EDsed301_15:6	there	EX(EX)	there
EDsed301_15:7	other	JJ(JJ)	other
EDsed301_15:8	problems	NNS(NNS)	problem
EDsed301_15:9	that	PRE(PRE)	that
EDsed301_15:10	you	PP(PP)	you
EDsed301_15:11	see	VVP(VVP)	see
EDsed301_15:12	_0	PA(PA)	

EDsed301_16:1	yes	RE(RE)	yes
EDsed301_16:2	they	PP(PP)	they
EDsed301_16:3	guarantee	VVP(VVP)	guarantee
EDsed301_16:4	the	DT(DT)	the
EDsed301_16:5	price	NN(NN)	price
EDsed301_16:6	level	NN(NN)	level
EDsed301_16:7	will	MD(MD)	will
EDsed301_16:8	encourage	VV(VV)	encourage
EDsed301_16:9	overproduction	NN(NN)	overproduction
EDsed301_16:10	because	IN(IN)	because
EDsed301_16:11	no	DT(DT)	no
EDsed301_16:12	matter	NN(NN)	matter
EDsed301_16:13	how	WRB(WRB)	how
EDsed301_16:14	much	JJ(JJ)	much
EDsed301_16:15	you	PP(PP)	you
EDsed301_16:16	produce	VVP(VVP)	produce
EDsed301_16:17	_0	PA(PA)	
EDsed301_16:18	you	PP(PP)	you
EDsed301_16:19	'll	MD(MD)	will
EDsed301_16:20	get	VV(VV)	get
EDsed301_16:21	the	DT(DT)	the
EDsed301_16:22	same	NN(NN)	same
EDsed301_16:23	and	CC(CC)	and
EDsed301_16:24	minimum	JJ(JJ)	minimum
EDsed301_16:25	minimum	JJ(JJ)	minimum
EDsed301_16:26	guarantee	NN(NN)	guarantee
EDsed301_16:27	the	DT(DT)	the
EDsed301_16:28	price	NN(NN)	price
EDsed301_16:29	so	DM(DM)	so
EDsed301_16:30	the	DT(DT)	the
EDsed301_16:31	farmers	NNS(NNS)	farmer
EDsed301_16:32	will	MD(MD)	will
EDsed301_16:33	overproduce	VV(VV)	overproduce
EDsed301_16:34	_0	PA(PA)	
EDsed301_16:35	the	DT(DT)	the
EDsed301_16:36	products	NNS(NNS)	product
EDsed301_16:37	_0	PA(PA)	

EDsed301_17:1	right	DM(DM)	right
EDsed301_17:2	_0	PA(PA)	
EDsed301_17:3	di-	XX(XX)	
EDsed301_17:4	did	VVD(VVD)	do
EDsed301_17:5	you	PP(PP)	you
EDsed301_17:6	all	DT(DT)	all
EDsed301_17:7	_0	PA(PA)	
EDsed301_17:8	understand	VV(VV)	understand
EDsed301_17:9	this	DT(DT)	this
EDsed301_17:10	mechanism	NN(NN)	mechanism

EDsed301_18:1	mhm	RE(RE)	mhm
EDsed301_18:2	_0	PA(PA)	

EDsed301_19:1	th-	XX(XX)	
EDsed301_19:2	the	DT(DT)	the
EDsed301_19:3	link	NN(NN)	link
EDsed301_19:4	between	IN(IN)	between
EDsed301_19:5	policy	NN(NN)	policy
EDsed301_19:6	and	CC(CC)	and
EDsed301_19:7	overproduction	NN(NN)	overproduction
EDsed301_19:8	is	VBZ(VBZ)	be
EDsed301_19:9	is	VBZ(VBZ)	be
EDsed301_19:10	is	VBZ(VBZ)	be
EDsed301_19:11	that	DT(DT)	that
EDsed301_19:12	clear	JJ(JJ)	clear
EDsed301_19:13	to	IN(IN)	to
EDsed301_19:14	everybody	NN(NN)	everybody
EDsed301_19:15	_1	PA(PA)	

EDsed301_20:1	no	RE(RE)	no
EDsed301_20:2	i	PP(PP)	i
EDsed301_20:3	'm	VBP(VBP)	be
EDsed301_20:4	sorry	JJ(JJ)	sorry
EDsed301_20:5	will	MD(MD)	will
EDsed301_20:6	you	PP(PP)	you
EDsed301_20:7	repeat	VV(VV)	repeat
EDsed301_20:8	it	PP(PP)	it
EDsed301_20:9	_1	PA(PA)	

EDsed301_21:1	i	PP(DM)	i
EDsed301_21:2	mean	VVP(DM)	mean
EDsed301_21:3	s-	XX(XX)	
EDsed301_21:4	a_[S4]	NP(NP)	
EDsed301_21:5	was	VBD(VBD)	be
EDsed301_21:6	pointing	VVG(VVG)	point
EDsed301_21:7	out	RP(RP)	out
EDsed301_21:8	if	IN(IN)	if
EDsed301_21:9	if	IN(IN)	if
EDsed301_21:10	you	PP(PP)	you
EDsed301_21:11	ensure	VVP(VVP)	ensure
EDsed301_21:12	prices	NNS(NNS)	price

EDsed301_22:1	mhm	RE(RE)	mhm

EDsed301_23:1	for	IN(IN)	for
EDsed301_23:2	products	NNS(NNS)	product
EDsed301_23:3	_1	PA(PA)	
EDsed301_23:4	without	IN(IN)	without
EDsed301_23:5	saying	VVG(VVG)	say
EDsed301_23:6	well	DM(DM)	well
EDsed301_23:7	but	CC(CC)	but
EDsed301_23:8	we	PP(PP)	we
EDsed301_23:9	only	RB(RB)	only
EDsed301_23:10	support	VVP(VVP)	support
EDsed301_23:11	this	RB(RB)	this
EDsed301_23:12	many	JJ(JJ)	many
EDsed301_23:13	products	NNS(NNS)	product
EDsed301_23:14	and	CC(CC)	and
EDsed301_23:15	after	IN(IN)	after
EDsed301_23:16	er	UH(UH)	er
EDsed301_23:17	that	RB(RB)	that
EDsed301_23:18	much	JJ(JJ)	much
EDsed301_23:19	_0	PA(PA)	
EDsed301_23:20	has	VHZ(VHZ)	have
EDsed301_23:21	been	VBN(VBN)	be
EDsed301_23:22	produced	VVN(VVN)	produce
EDsed301_23:23	we	PP(PP)	we
EDsed301_23:24	stop	VVP(VVP)	stop
EDsed301_23:25	_0	PA(PA)	
EDsed301_23:26	subsidizing	VVG(VVG)	subsidize

EDsed301_24:1	mhm	RE(RE)	mhm

EDsed301_25:1	so	DM(DM)	so
EDsed301_25:2	without	IN(IN)	without
EDsed301_25:3	this	DT(DT)	this
EDsed301_25:4	ceiling	NN(NN)	ceiling
EDsed301_25:5	_0	PA(PA)	
EDsed301_25:6	without	IN(IN)	without
EDsed301_25:7	this	DT(DT)	this
EDsed301_25:8	er	UH(UH)	er
EDsed301_25:9	sort	NN(NN)	sort
EDsed301_25:10	of	IN(IN)	of
EDsed301_25:11	limit	NN(NN)	limit
EDsed301_25:12	_0	PA(PA)	
EDsed301_25:13	er	UH(UH)	er
EDsed301_25:14	you	PP(PP)	you
EDsed301_25:15	encourage	VVP(VVP)	encourage
EDsed301_25:16	farmers	NNS(NNS)	farmer
EDsed301_25:17	to	TO(TO)	to
EDsed301_25:18	to	TO(TO)	to
EDsed301_25:19	produce	VV(VV)	produce
EDsed301_25:20	as	RB(RB)	as
EDsed301_25:21	much	JJ(JJ)	much
EDsed301_25:22	as	IN(IN)	as
EDsed301_25:23	they	PP(PP)	they
EDsed301_25:24	can	MD(MD)	can
EDsed301_25:25	because	IN(IN)	because
EDsed301_25:26	_0	PA(PA)	
EDsed301_25:27	er	UH(UH)	er
EDsed301_25:28	quite	RB(RB)	quite
EDsed301_25:29	regardless	IN(IN)	regardless
EDsed301_25:30	of	IN(IN)	of
EDsed301_25:31	whether	IN(IN)	whether
EDsed301_25:32	they	PP(PP)	they
EDsed301_25:33	sell	VVP(VVP)	sell
EDsed301_25:34	their	PP$(PP$)	they
EDsed301_25:35	products	NNS(NNS)	product
EDsed301_25:36	on	IN(IN)	on
EDsed301_25:37	the	DT(DT)	the
EDsed301_25:38	market	NN(NN)	market
EDsed301_25:39	_0	PA(PA)	
EDsed301_25:40	whether	IN(IN)	whether
EDsed301_25:41	there	EX(EX)	there
EDsed301_25:42	's	VBS(VBS)	be
EDsed301_25:43	a	DT(DT)	a
EDsed301_25:44	demand	NN(NN)	demand
EDsed301_25:45	for	IN(IN)	for
EDsed301_25:46	the	DT(DT)	the
EDsed301_25:47	products	NNS(NNS)	product

EDsed301_26:1	they	PP(PP)	they
EDsed301_26:2	will	MD(MD)	will
EDsed301_26:3	receive	VV(VV)	receive
EDsed301_26:4	the	DT(DT)	the
EDsed301_26:5	money	NN(NN)	money

EDsed301_27:1	th-	XX(XX)	

EDsed301_28:1	they	PP(PP)	they
EDsed301_28:2	will	MD(MD)	will
EDsed301_28:3	receive	VV(VV)	receive
EDsed301_28:4	the	DT(DT)	the
EDsed301_28:5	money	NN(NN)	money
EDsed301_28:6	_1	PA(PA)	
EDsed301_28:7	er	UH(UH)	er
EDsed301_28:8	so	DM(DM)	so
EDsed301_28:9	in	IN(IN)	in
EDsed301_28:10	the	DT(DT)	the
EDsed301_28:11	nineteen	CD(CD)	nineteen
EDsed301_28:12	eighties	NNS(NNS)	eighty
EDsed301_28:13	and	CC(CC)	and
EDsed301_28:14	nineties	NNS(NNS)	ninety
EDsed301_28:15	er	UH(UH)	er
EDsed301_28:16	we	PP(PP)	we
EDsed301_28:17	had	VHD(VHD)	have
EDsed301_28:18	all	DT(DT)	all
EDsed301_28:19	kinds	NNS(NNS)	kind
EDsed301_28:20	of	IN(IN)	of
EDsed301_28:21	er	UH(UH)	er
EDsed301_28:22	funny	JJ(JJ)	funny
EDsed301_28:23	er	UH(UH)	er
EDsed301_28:24	phenomena	NNS(NNS)	phenomenon
EDsed301_28:25	@	LA(LA)	
EDsed301_28:26	hh	BR(BR)	
EDsed301_28:27	in	IN(IN)	in
EDsed301_28:28	in	IN(IN)	in
EDsed301_28:29	europe	NP(NP)	europe
EDsed301_28:30	er	UH(UH)	er
EDsed301_28:31	which	PRE(PRE)	which
EDsed301_28:32	were	VBD(VBD)	be
EDsed301_28:33	called	VVN(VVN)	call
EDsed301_28:34	er	UH(UH)	er
EDsed301_28:35	butter	NN(NN)	butter
EDsed301_28:36	mountains	NNS(NNS)	mountain
EDsed301_28:37	milk	NN(NN)	milk
EDsed301_28:38	lakes	NNS(NNS)	lake
EDsed301_28:39	er	UH(UH)	er
EDsed301_28:40	_0	PA(PA)	

EDsed301_29:1	-ter	XX(XX)	
EDsed301_29:2	mountain	NN(NN)	mountain

EDsed301_30:1	yah	RE(RE)	yah

EDsed301_31:1	so	DM(DM)	so
EDsed301_31:2	those	DT(DT)	those
EDsed301_31:3	were	VBD(VBD)	be
EDsed301_31:4	sort	NN(NN)	sort
EDsed301_31:5	of	IN(IN)	of
EDsed301_31:6	metaphors	NNS(NNS)	metaphor
EDsed301_31:7	to	TO(TO)	to
EDsed301_31:8	to	TO(TO)	to
EDsed301_31:9	indicate	VV(VV)	indicate
EDsed301_31:10	that	IN(IN)	that
EDsed301_31:11	there	EX(EX)	there
EDsed301_31:12	was	VBD(VBD)	be
