PRint595_1:1	may	MD(MD)	may
PRint595_20:3	're	VBP(VBP)	be
PRint595_20:4	from	IN(IN)	from
PRint595_20:5	_0	PA(PA)	

PRint595_21:1	@	LA(LA)	

PRint595_22:1	er	UH(UH)	er
PRint595_22:2	from	IN(IN)	from
PRint595_22:3	_0	PA(PA)	
PRint595_22:4	china	NP(NP)	china
PRint595_22:5	_1	PA(PA)	

PRint595_23:1	both	DT(DT)	both
PRint595_23:2	of	IN(IN)	of
PRint595_23:3	you	PP(PP)	you
PRint595_23:4	_1	PA(PA)	

PRint595_24:1	no	RE(RE)	no
PRint595_24:2	_0	PA(PA)	
PRint595_24:3	i	PP(PP)	i
PRint595_24:4	come	VVP(VVP)	come
PRint595_24:5	from	IN(IN)	from
PRint595_24:6	indonesia	NP(NP)	indonesia
PRint595_24:7	_0	PA(PA)	

PRint595_25:1	i	PP(DM)	i
PRint595_25:2	see	VVP(DM)	see

PRint595_26:1	hm	RE(RE)	hm

PRint595_27:1	see	VVP(VVP)/VV(VV)	see
PRint595_27:2	_0	PA(PA)	
PRint595_27:3	@@@@@@@	LA(LA)	

PRint595_28:1	xxxxxxx	UNI(UNI)	
PRint595_28:2	@@	LA(LA)	
PRint595_28:3	_0	PA(PA)	

PRint595_29:1	xxxxxx	UNI(UNI)	
PRint595_29:2	@	LA(LA)	

PRint595_30:1	where	WRB(WRB)	where
PRint595_30:2	are	VBP(VBP)	be
PRint595_30:3	you	PP(PP)	you
PRint595_30:4	from	IN(IN)	from
PRint595_30:5	_0	PA(PA)	

PRint595_31:1	mexico	NP(NP)	mexico
PRint595_31:2	_0	PA(PA)	

PRint595_32:1	mexico	NP(NP)	mexico
PRint595_32:2	_1	PA(PA)	
PRint595_32:3	okay	RE(RE)	okay

PRint595_33:1	yeah	RE(RE)	yeah
PRint595_33:2	_0	PA(PA)	

PRint595_34:1	good	JJ(JJ)	good
PRint595_34:2	setting	VVG(NN)	set/setting
PRint595_34:3	_1	PA(PA)	
PRint595_34:4	people	NNS(NNS)	people
PRint595_34:5	from	IN(IN)	from
PRint595_34:6	all	DT(DT)	all
PRint595_34:7	over	IN(IN)	over
PRint595_34:8	the	DT(DT)	the
PRint595_34:9	world	NN(NN)	world
PRint595_34:10	somehow	RB(RB)	somehow
PRint595_34:11	_1	PA(PA)	

PRint595_35:1	@	LA(LA)	
PRint595_35:2	yeah	RE(RE)	yeah

PRint595_36:1	yeah	RE(RE)	yeah

PRint595_37:1	and	CC(CC)	and
PRint595_37:2	_0	PA(PA)	
PRint595_37:3	when	WRB(WRB)	when
PRint595_37:4	did	VVD(VVD)	do
PRint595_37:5	you	PP(PP)	you
PRint595_37:6	arrive	VV(VV)	arrive
PRint595_37:7	in	IN(IN)	in
PRint595_37:8	vienna	NP(NP)	vienna
PRint595_37:9	_0	PA(PA)	

PRint595_38:1	er	UH(UH)	er
PRint595_38:2	_0	PA(PA)	
PRint595_38:3	yesterday	RB(RB)	yesterday
PRint595_38:4	_0	PA(PA)	

PRint595_39:1	yesterday	RB(RB)	yesterday
PRint595_39:2	_0	PA(PA)	

PRint595_40:1	yeah	RE(RE)	yeah

PRint595_41:1	today	RB(RB)	today
PRint595_41:2	_1	PA(PA)	

PRint595_42:1	today	RB(RB)	today
PRint595_42:2	_0	PA(PA)	

PRint595_43:1	yesterday	RB(RB)	yesterday
PRint595_43:2	_0	PA(PA)	

PRint595_44:1	yesterday	RB(RB)	yesterday
PRint595_44:2	as	RB(RB)	as
PRint595_44:3	well	RB(RB)	well
PRint595_44:4	_0	PA(PA)	

PRint595_45:1	mhm	RE(RE)	mhm

PRint595_46:1	i	PP(DM)	i
PRint595_46:2	see	VVP(DM)	see
PRint595_46:3	_0	PA(PA)	
PRint595_46:4	did	VVD(VVD)	do
PRint595_46:5	you	PP(PP)	you
PRint595_46:6	see	VV(VV)	see
PRint595_46:7	anything	NN(NN)	anything
PRint595_46:8	so	RB(RB)	so
PRint595_46:9	far	JJ(JJ)	far
PRint595_46:10	_0	PA(PA)	
PRint595_46:11	of	IN(IN)	of
PRint595_46:12	of	IN(IN)	of
PRint595_46:13	the	DT(DT)	the
PRint595_46:14	city	NN(NN)	city
PRint595_46:15	_0	PA(PA)	

PRint595_47:1	not	RB(RB)	not
PRint595_47:2	yet	RB(RB)	yet

PRint595_48:1	no	RE(RE)	no

PRint595_49:1	xxxxxxxx-	XX(XX)	

PRint595_50:1	we	PP(PP)	we
PRint595_50:2	have	VHP(VHP)	have
PRint595_50:3	plan	NN(NN)	plan
PRint595_50:4	_0	PA(PA)	

PRint595_51:1	@	LA(LA)	
PRint595_51:2	@@@@	LA(LA)	

PRint595_52:1	we	PP(PP)	we
PRint595_52:2	are	VBP(VBP)	be
PRint595_52:3	go	V(VVG)	go
PRint595_52:4	going	VVG(VVG)	go
PRint595_52:5	to	IN(IN)	to
PRint595_52:6	city	NN(NN)	city
PRint595_52:7	center	NN(NN)	center
PRint595_52:8	_1	PA(PA)	

PRint595_53:1	afterwards	RB(RB)	afterwards
PRint595_53:2	_0	PA(PA)	

PRint595_54:1	we	PP(PP)	we
PRint595_54:2	_0	PA(PA)	
PRint595_54:3	yeah	RE(RE)	yeah
PRint595_54:4	@@@@	LA(LA)	

PRint595_55:1	yeah	RE(RE)	yeah

PRint595_56:1	xxx	UNI(UNI)	
PRint595_56:2	_0	PA(PA)	

PRint595_57:1	okay	RE(RE)	okay

PRint595_58:1	i	PP(DM)	i
PRint595_58:2	mean	VVP(DM)	mean
PRint595_58:3	in	IN(IN)	in
PRint595_58:4	the	DT(DT)	the
PRint595_58:5	night	NN(NN)	night
PRint595_58:6	_1	PA(PA)	

PRint595_59:1	in	IN(IN)	in
PRint595_59:2	the	DT(DT)	the
PRint595_59:3	night	NN(NN)	night

PRint595_60:1	@@@	LA(LA)	

PRint595_61:1	yah	RE(RE)	yah

PRint595_62:1	you	PP(PP)	you
PRint595_62:2	've	VHP(VHP)	have
PRint595_62:3	got	VVN(VVN)	get
PRint595_62:4	your	PP$(PP$)	you
PRint595_62:5	conference	NN(NN)	conference
PRint595_62:6	tomorrow	RB(RB)	tomorrow
PRint595_62:7	you	PP(PP)	you
PRint595_62:8	know	VVP(VVP)	know
PRint595_62:9	that	DT(DT)	that
PRint595_62:10	_0	PA(PA)	

PRint595_63:1	er	UH(UH)	er
PRint595_63:2	_0	PA(PA)	
PRint595_63:3	the	DT(DT)	the
PRint595_63:4	day	NN(NN)	day
PRint595_63:5	af-	XX(XX)	
PRint595_63:6	after	IN(IN)	after
PRint595_63:7	tomorrow	RB(RB)	tomorrow
PRint595_63:8	i	PP(PP)	i
PRint595_63:9	will	MD(MD)	will
PRint595_63:10	go	VV(VV)	go
PRint595_63:11	to	IN(IN)	to
PRint595_63:12	i	PP(PP)	i
PRint595_63:13	will	MD(MD)	will
PRint595_63:14	go	VV(VV)	go
PRint595_63:15	to	IN(IN)	to
PRint595_63:16	city	NN(NN)	city
PRint595_63:17	center	NN(NN)	center

PRint595_64:1	@@@	LA(LA)	

PRint595_65:1	but	CC(CC)	but
PRint595_65:2	today	RB(RB)	today
PRint595_65:3	er	UH(UH)	er
PRint595_65:4	tomorrow	RB(RB)	tomorrow
PRint595_65:5	i	PP(PP)	i
PRint595_65:6	will	MD(MD)	will
PRint595_65:7	i	PP(PP)	i
PRint595_65:8	will	MD(MD)	will
PRint595_65:9	xx	UNI(UNI)	
PRint595_65:10	relax	VV(VV)	relax

PRint595_66:1	@@@@	LA(LA)	

PRint595_67:1	so	DM(DM)	so
PRint595_67:2	you	PP(PP)	you
PRint595_67:3	have	VHP(VHP)	have
PRint595_67:4	_0	PA(PA)	
PRint595_67:5	time	NN(NN)	time
PRint595_67:6	tomorrow	RB(RB)	tomorrow
PRint595_67:7	to	TO(TO)	to
PRint595_67:8	relax	VV(VV)	relax
PRint595_67:9	_0	PA(PA)	

PRint595_68:1	yah	RE(RE)	yah

PRint595_69:1	very	RB(RB)	very
PRint595_69:2	relax	VV(VV)/V(JJ)	relax
PRint595_69:3	and	CC(CC)	and
PRint595_69:4	no	DT(DT)	no
PRint595_69:5	no	DT(DT)	no
PRint595_69:6	pressure	NN(NN)	pressure
PRint595_69:7	at	RB(RB)	at
PRint595_69:8	all	RB(RB)	all
PRint595_69:9	_1	PA(PA)	
PRint595_69:10	@@	LA(LA)	

PRint595_70:1	and	CC(CC)	and
PRint595_70:2	you	PP(PP)	you
PRint595_70:3	have	VHP(VHP)	have
PRint595_70:4	time	NN(NN)	time
PRint595_70:5	to	TO(TO)	to
PRint595_70:6	relax	VV(VV)	relax
PRint595_70:7	here	RB(RB)	here

PRint595_71:1	okay	RE(RE)	okay

PRint595_72:1	i	PP(DM)	i
PRint595_72:2	see	VVP(DM)	see

PRint595_73:1	but	CC(CC)	but
PRint595_73:2	tomorrow	RB(RB)	tomorrow
PRint595_73:3	i	PP(PP)	i
PRint595_73:4	will	MD(MD)	will
PRint595_73:5	stay	VV(VV)	stay
PRint595_73:6	in	IN(IN)	in
PRint595_73:7	the	DT(DT)	the
PRint595_73:8	hotel	NN(NN)	hotel
PRint595_73:9	and	CC(CC)	and
PRint595_73:10	xx	UNI(UNI)	
PRint595_73:11	x	UNI(UNI)	
PRint595_73:12	again	RB(RB)	again
PRint595_73:13	and	CC(CC)	and
PRint595_73:14	again	RB(RB)	again
PRint595_73:15	_0	PA(PA)	

PRint595_74:1	yes	RE(RE)	yes

PRint595_75:1	@@@	LA(LA)	

PRint595_76:1	@@@	LA(LA)	

PRint595_77:1	which	WDT(WDT)	which
PRint595_77:2	hotel	NN(NN)	hotel
PRint595_77:3	are	VBP(VBP)	be
PRint595_77:4	you	PP(PP)	you
PRint595_77:5	staying	VVG(VVG)	stay
PRint595_77:6	in	IN(IN)	in
PRint595_77:7	_1	PA(PA)	

PRint595_78:1	xx	UNI(UNI)	
PRint595_78:2	_0	PA(PA)	

PRint595_79:1	whi-	XX(XX)	

PRint595_80:1	i	PP(PP)	i
PRint595_80:2	_0	PA(PA)	
PRint595_80:3	do	VVP(VVP)	do
PRint595_80:4	n't	RB(RB)	not
PRint595_80:5	know	VV(VV)	know
PRint595_80:6	how	WRB(WRB)	how
PRint595_80:7	to	TO(TO)	to
PRint595_80:8	call	VV(VV)	call
PRint595_80:9	it	PP(PP)	it

PRint595_81:1	f_theresianum	FW(FW)	
PRint595_81:2	_0	PA(PA)	
PRint595_81:3	f_maria	FW(FW)	
PRint595_81:4	f_bei	FW(FW)	
PRint595_81:5	_0	PA(PA)	

PRint595_82:1	f_theresianum	FW(FW)	

PRint595_83:1	f_beim	FW(FW)	
PRint595_83:2	f_theresianum	FW(FW)	

PRint595_84:1	i	PP(PP)	i
PRint595_84:2	do	VVP(VVP)	do
PRint595_84:3	n't	RB(RB)	not
PRint595_84:4	know	VV(VV)	know
PRint595_84:5	call	VV(VV)	call
PRint595_84:6	it	PP(PP)	it
PRint595_84:7	in	IN(IN)	in
PRint595_84:8	_0	PA(PA)	
PRint595_84:9	in	IN(IN)	in
PRint595_84:10	germany	NP(NP)	germany
PRint595_84:11	_0	PA(PA)	
PRint595_84:12	and	CC(CC)	and
PRint595_84:13	it	PP(PP)	it
PRint595_84:14	's	VBS(VBS)	be
PRint595_84:15	difficult	JJ(JJ)	difficult
PRint595_84:16	for	IN(IN)	for
PRint595_84:17	me	PP(PP)	i
PRint595_84:18	_1	PA(PA)	

PRint595_85:1	@@@	LA(LA)	

PRint595_86:1	oh	UH(UH)	oh
PRint595_86:2	_0	PA(PA)	
PRint595_86:3	that	DT(DT)	that
PRint595_86:4	sounded	VVD(VVD)	sound
PRint595_86:5	a	RB(RB)	a
PRint595_86:6	bit	RB(RB)	bit
PRint595_86:7	like	IN(IN)	like
PRint595_86:8	german	NP(NP)	german
PRint595_86:9	now	RB(RB)	now
PRint595_86:10	_1	PA(PA)	

PRint595_87:1	yeah	RE(RE)	yeah

PRint595_88:1	and	CC(CC)	and

PRint595_89:1	very	RB(RB)	very
PRint595_89:2	good	JJ(JJ)	good
PRint595_89:3	pronunciation	NN(NN)	pronunciation

PRint595_90:1	f_ah	FW(FW)	
PRint595_90:2	f_so	FW(FW)	
PRint595_90:3	@@	LA(LA)	

PRint595_91:1	yeah	RE(RE)	yeah
PRint595_91:2	_0	PA(PA)	

PRint595_92:1	yeah	RE(RE)	yeah

PRint595_93:1	yeah	RE(RE)	yeah
PRint595_93:2	i	PP(PP)	i
PRint595_93:3	study	VVP(VVP)	study
PRint595_93:4	in	IN(IN)	in
PRint595_93:5	germany	NP(NP)	germany
PRint595_93:6	_2	PA(PA)	

PRint595_94:1	oh	UH(UH)	oh
PRint595_94:2	that	DT(DT)	that
PRint595_94:3	's	VBS(VBS)	be
PRint595_94:4	why	WRB(WRB)	why

PRint595_95:1	@@@@@@@	LA(LA)	

PRint595_96:1	yah	RE(RE)	yah

PRint595_97:1	okay	RE(RE)	okay

PRint595_98:1	i	PP(PP)	i
PRint595_98:2	just	RB(RB)	just
PRint595_98:3	thought	VVD(VVD)	think
PRint595_98:4	mm	UH(UH)	mm

PRint595_99:1	@@@	LA(LA)	

PRint595_100:1	he	PP(PP)	he
PRint595_100:2	can	MD(MD)	can
PRint595_100:3	speak	VV(VV)	speak
PRint595_100:4	three	CD(CD)	three
PRint595_100:5	languages	NNS(NNS)	language
PRint595_100:6	_1	PA(PA)	

PRint595_101:1	say	VV(VV)	say
PRint595_101:2	again	RB(RB)	again
PRint595_101:3	_0	PA(PA)	

PRint595_102:1	h-	XX(XX)	
PRint595_102:2	he	PP(PP)	he
PRint595_102:3	can	MD(MD)	can
PRint595_102:4	speak	VV(VV)	speak
PRint595_102:5	three	CD(CD)	three
PRint595_102:6	languages	NNS(NNS)	language
PRint595_102:7	_1	PA(PA)	

PRint595_103:1	you	PP(PP)	you
PRint595_103:2	can	MD(MD)	can
PRint595_103:3	speak	VV(VV)	speak
PRint595_103:4	three	CD(CD)	three
PRint595_103:5	languages	NNS(NNS)	language
PRint595_103:6	_1	PA(PA)	

PRint595_104:1	yeah	RE(RE)	yeah
PRint595_104:2	but	CC(CC)	but
PRint595_104:3	not	RB(RB)	not
PRint595_104:4	at	IN(IN)	at
PRint595_104:5	the	DT(DT)	the
PRint595_104:6	same	JJ(JJ)	same
PRint595_104:7	time	NN(NN)	time
PRint595_104:8	_0	PA(PA)	
PRint595_104:9	@@@@@@	LA(LA)	
PRint595_104:10	_0	PA(PA)	

PRint595_105:1	not	RB(RB)	not
PRint595_105:2	at	IN(IN)	at
PRint595_105:3	the	DT(DT)	the
PRint595_105:4	same	JJ(JJ)	same
PRint595_105:5	time	NN(NN)	time
PRint595_105:6	_0	PA(PA)	
PRint595_105:7	why	WRB(WRB)	why
PRint595_105:8	not	RB(RB)	not

PRint595_106:1	@@	LA(LA)	

PRint595_107:1	which	WDT(WDT)	which
PRint595_107:2	one	NN(NN)	one
PRint595_107:3	_0	PA(PA)	
PRint595_107:4	whi-	XX(XX)	
PRint595_107:5	which	WDT(WDT)	which
PRint595_107:6	languages	NNS(NNS)	language
PRint595_107:7	can	MD(MD)	can
PRint595_107:8	you	PP(PP)	you
PRint595_107:9	speak	VV(VV)	speak
PRint595_107:10	_1	PA(PA)	

PRint595_108:1	@@@	LA(LA)	

PRint595_109:1	no	RE(RE)	no
PRint595_109:2	i	PP(PP)	i
PRint595_109:3	only	RB(RB)	only
PRint595_109:4	_0	PA(PA)	
PRint595_109:5	i	PP(PP)	i
PRint595_109:6	can	MD(MD)	can
PRint595_109:7	speak	VV(VV)	speak
PRint595_109:8	_1	PA(PA)	
PRint595_109:9	a	DT(DT)	a
PRint595_109:10	little	JJ(JJ)	little
PRint595_109:11	bit	NN(NN)	bit
PRint595_109:12	german	NP(NP)	german
PRint595_109:13	_0	PA(PA)	
PRint595_109:14	and	CC(CC)	and
PRint595_109:15	then	RB(RB)	then
PRint595_109:16	english	NP(NP)	english
PRint595_109:17	_0	PA(PA)	

PRint595_110:1	yeah	RE(RE)	yeah

PRint595_111:1	and	CC(CC)	and
PRint595_111:2	then	RB(RB)	then
PRint595_111:3	my	PP$(PP$)	i
PRint595_111:4	_1	PA(PA)	

PRint595_112:1	yeah	RE(RE)	yeah

PRint595_113:1	mother	NN(NN)	mother
PRint595_113:2	language	NN(NN)	language
PRint595_113:3	here	RB(RB)	here
PRint595_113:4	_1	PA(PA)	

PRint595_114:1	own	JJ(JJ)	own
PRint595_114:2	language	NN(NN)	language

PRint595_115:1	and	CC(CC)	and
PRint595_115:2	your	PP$(PP$)	you
PRint595_115:3	mother	NN(NN)	mother
PRint595_115:4	language	NN(NN)	language

PRint595_116:1	indonesian	NP(NP)	indonesian
PRint595_116:2	yah	RE(RE)	yah
PRint595_116:3	@@@	LA(LA)	

PRint595_117:1	okay	RE(RE)	okay
PRint595_117:2	_0	PA(PA)	

PRint595_118:1	i	PP(DM)	i
PRint595_118:2	see	VVP(DM)	see
PRint595_118:3	_0	PA(PA)	
PRint595_118:4	what	WP(WP)	what
PRint595_118:5	is	VBZ(VBZ)	be
PRint595_118:6	the	DT(DT)	the
PRint595_118:7	most	RBS(RBS)	most
PRint595_118:8	difficult	JJ(JJ)	difficult
PRint595_118:9	language	NN(NN)	language
PRint595_118:10	_2	PA(PA)	
PRint595_118:11	do	VVP(VVP)	do
PRint595_118:12	you	PP(PP)	you
PRint595_118:13	think	VV(VV)	think
PRint595_118:14	_0	PA(PA)	
PRint595_118:15	i	PP(DM)	i
PRint595_118:16	mean	VVP(DM)	mean
PRint595_118:17	of	RB(RB)	of
PRint595_118:18	course	RB(RB)	course
PRint595_118:19	not	RB(RB)	not
PRint595_118:20	your	PP$(PP$)	you
PRint595_118:21	mother	NN(NN)	mother
PRint595_118:22	tongue	NN(NN)	tongue
PRint595_118:23	i	PP(PP)	i
PRint595_118:24	guess	VVP(VVP)	guess
PRint595_118:25	_0	PA(PA)	
PRint595_118:26	or	CC(CC)	or
PRint595_118:27	is	VBZ(VBZ)	be
PRint595_118:28	it	PP(PP)	it

PRint595_119:1	er	UH(UH)	er
PRint595_119:2	_1	PA(PA)	

PRint595_120:1	but	CC(CC)	but
PRint595_120:2	this	DT(DT)	this
PRint595_120:3	is	VBZ(VBZ)	be
PRint595_120:4	quite	RB(RB)	quite
PRint595_120:5	different	JJ(JJ)	different
PRint595_120:6	yah	RE(RE)	yah
PRint595_120:7	_1	PA(PA)	
PRint595_120:8	in	IN(IN)	in
PRint595_120:9	germany	NP(NP)	germany
PRint595_120:10	_0	PA(PA)	

PRint595_121:1	yeah	RE(RE)	yeah

PRint595_122:1	they	PP(PP)	they
PRint595_122:2	have	VHP(VHP)	have
PRint595_122:3	er	UH(UH)	er
PRint595_122:4	_0	PA(PA)	
PRint595_122:5	quite	RB(RB)	quite
PRint595_122:6	straight	JJ(JJ)	straight
PRint595_122:7	er	UH(UH)	er
PRint595_122:8	rules	NNS(NNS)	rule
PRint595_122:9	so	DM(DM)/IN(IN)	so
PRint595_122:10	_1	PA(PA)	
PRint595_122:11	you	PP(PP)	you
PRint595_122:12	use	VVP(VVP)	use
PRint595_122:13	a	DT(DT)	a
PRint595_122:14	_1	PA(PA)	
PRint595_122:15	straight	JJ(JJ)	straight
PRint595_122:16	f_grammatik	FW(FW)	
PRint595_122:17	_0	PA(PA)	

PRint595_123:1	yah	RE(RE)	yah
PRint595_123:2	_0	PA(PA)	

PRint595_124:1	but	CC(CC)	but
PRint595_124:2	in	IN(IN)	in
PRint595_124:3	english	NP(NP)	english
PRint595_124:4	you	PP(PP)	you
PRint595_124:5	have	VHP(VHP)	have
PRint595_124:6	_1	PA(PA)	
PRint595_124:7	many	JJ(JJ)	many
PRint595_124:8	of	IN(IN)	of
PRint595_124:9	tenses	NNS(NNS)	tense
PRint595_124:10	and	CC(CC)	and
PRint595_124:11	something	NN(NN)	something
PRint595_124:12	_0	PA(PA)	
PRint595_124:13	and	CC(CC)	and
PRint595_124:14	in	IN(IN)	in
PRint595_124:15	germany	NP(NP)	germany
PRint595_124:16	you	PP(PP)	you
PRint595_124:17	have	VHP(VHP)	have
PRint595_124:18	_0	PA(PA)	
PRint595_124:19	f_artikels	FW(FW)	
PRint595_124:20	_0	PA(PA)	

PRint595_125:1	yeah	RE(RE)	yeah

PRint595_126:1	@@	LA(LA)	
PRint595_126:2	this	DT(DT)	this
PRint595_126:3	is	VBZ(VBZ)	be

PRint595_127:1	@@	LA(LA)	

PRint595_128:1	@@	LA(LA)	

PRint595_129:1	they	PP(PP)	they
PRint595_129:2	are	VBP(VBP)	be
PRint595_129:3	very	RB(RB)	very
PRint595_129:4	hard	JJ(JJ)	hard
PRint595_129:5	to	TO(TO)	to
PRint595_129:6	study	VV(VV)	study
PRint595_129:7	i	PP(PP)	i
PRint595_129:8	guess	VVP(VVP)	guess

PRint595_130:1	yeah	RE(RE)	yeah
PRint595_130:2	@@@	LA(LA)	
PRint595_130:3	_1	PA(PA)	

PRint595_131:1	have	VHP(VHP)	have
PRint595_131:2	you	PP(PP)	you
PRint595_131:3	already	RB(RB)	already
PRint595_131:4	talked	VVN(VVN)	talk
PRint595_131:5	to	IN(IN)	to
PRint595_131:6	an	DT(DT)	a
PRint595_131:7	austrian	NP(NP)	austrian
PRint595_131:8	_1	PA(PA)	
PRint595_131:9	in	IN(IN)	in
PRint595_131:10	austria	NP(NP)	austria
PRint595_131:11	_1	PA(PA)	

PRint595_132:1	in	IN(IN)	in
PRint595_132:2	austria	NP(NP)	austria
PRint595_132:3	_0	PA(PA)	

PRint595_133:1	d-	XX(XX)	
PRint595_133:2	here	RB(RB)	here
PRint595_133:3	in	IN(IN)	in
PRint595_133:4	austria	NP(NP)	austria
PRint595_133:5	_1	PA(PA)	
PRint595_133:6	did	VVD(VVD)	do
PRint595_133:7	you	PP(PP)	you
PRint595_133:8	already	RB(RB)	already
PRint595_133:9	talk	VV(VV)	talk
PRint595_133:10	to	IN(IN)	to
PRint595_133:11	_1	PA(PA)	

PRint595_134:1	f_ah	FW(FW)	
PRint595_134:2	f_so	FW(FW)	

PRint595_135:1	an	DT(DT)	a

PRint595_136:1	f_dialekt	FW(FW)	
PRint595_136:2	_0	PA(PA)	
PRint595_136:3	from	IN(IN)	from
PRint595_136:4	the	DT(DT)	the
PRint595_136:5	_0	PA(PA)	

PRint595_137:1	yah	RE(RE)	yah
PRint595_137:2	_0	PA(PA)	

PRint595_138:1	not	RB(RB)	not
PRint595_138:2	yet	RB(RB)	yet
PRint595_138:3	_0	PA(PA)	

PRint595_139:1	not	RB(RB)	not
PRint595_139:2	yet	RB(RB)	yet

PRint595_140:1	@@@	LA(LA)	

PRint595_141:1	@@	LA(LA)	
PRint595_141:2	but	CC(CC)	but
PRint595_141:3	you	PP(PP)	you
PRint595_141:4	're	VBP(VBP)	be
PRint595_141:5	going	VVG(VVG)	go
PRint595_141:6	to	TO(TO)	to

PRint595_142:1	because	IN(IN)	because
PRint595_142:2	i	PP(PP)	i
PRint595_142:3	came	VVD(VVD)	come
PRint595_142:4	from	IN(IN)	from
PRint595_142:5	_1	PA(PA)	
PRint595_142:6	area	NN(NN)	area
PRint595_142:7	a_[place10]	NP(NP)	
PRint595_142:8	a_[place11]	NP(NP)	
PRint595_142:9	_0	PA(PA)	
PRint595_142:10	so	DM(DM)	so
PRint595_142:11	it	PP(PP)	it
PRint595_142:12	is	VBZ(VBZ)	be
PRint595_142:13	_1	PA(PA)	
