PRpan13_1:1	welcome	FI(FI)	welcome
PRpan13_1:56	the	DT(DT)	the
PRpan13_1:57	conference	NN(NN)	conference
PRpan13_1:58	er	UH(UH)	er
PRpan13_1:59	_0	PA(PA)	
PRpan13_1:60	who	PRE(PRE)	who
PRpan13_1:61	found	VVD(VVD)	find
PRpan13_1:62	many	JJ(JJ)	many
PRpan13_1:63	similarities	NNS(NNS)	similarity
PRpan13_1:64	but	CC(CC)	but
PRpan13_1:65	as	RB(RB)	as
PRpan13_1:66	well	RB(RB)	well
PRpan13_1:67	xxx	UNI(UNI)	
PRpan13_1:68	differences	NNS(NNS)	difference
PRpan13_1:69	but	CC(CC)	but
PRpan13_1:70	interesting	JJ(JJ)	interesting
PRpan13_1:71	xx	UNI(UNI)	
PRpan13_1:72	people	NNS(NNS)	people
PRpan13_1:73	were	VBD(VBD)	be
PRpan13_1:74	talking	VVG(VVG)	talk
PRpan13_1:75	about	IN(IN)	about
PRpan13_1:76	concepts	NNS(NNS)	concept
PRpan13_1:77	er	UH(UH)	er
PRpan13_1:78	different	JJ(JJ)	different
PRpan13_1:79	concepts	NNS(NNS)	concept
PRpan13_1:80	behind	IN(IN)	behind
PRpan13_1:81	the	DT(DT)	the
PRpan13_1:82	concepts	NNS(NNS)	concept
PRpan13_1:83	and	CC(CC)	and
PRpan13_1:84	erm	UH(UH)	erm
PRpan13_1:85	it	PP(PP)	it
PRpan13_1:86	would	MD(MD)	will
PRpan13_1:87	be	VB(VB)	be
PRpan13_1:88	for	IN(IN)	for
PRpan13_1:89	all	DT(DT)	all
PRpan13_1:90	of	IN(IN)	of
PRpan13_1:91	us	PP(PP)	we
PRpan13_1:92	are	VBP(VBP)	be
PRpan13_1:93	very	RB(RB)	very
PRpan13_1:94	interesting	JJ(JJ)	interesting
PRpan13_1:95	to	TO(TO)	to
PRpan13_1:96	hear	VV(VV)	hear
PRpan13_1:97	today	RB(RB)	today
PRpan13_1:98	how	WRB(WRB)	how
PRpan13_1:99	_0	PA(PA)	
PRpan13_1:100	our	PP$(PP$)	we
PRpan13_1:101	four	CD(CD)	four
PRpan13_1:102	commentators	NNS(NNS)	commentator
PRpan13_1:103	will	MD(MD)	will
PRpan13_1:104	_0	PA(PA)	
PRpan13_1:105	see	VV(VV)	see
PRpan13_1:106	and	CC(CC)	and
PRpan13_1:107	xx	UNI(UNI)	
PRpan13_1:108	put	VV(VV)	put
PRpan13_1:109	together	RB(RB)	together
PRpan13_1:110	er	UH(UH)	er
PRpan13_1:111	the	DT(DT)	the
PRpan13_1:112	_2	PA(PA)	
PRpan13_1:113	many	JJ(JJ)	many
PRpan13_1:114	p_informations	PVC(NNS)	
PRpan13_1:115	of	IN(IN)	of
PRpan13_1:116	xxx	UNI(UNI)	
PRpan13_1:117	erm	UH(UH)	erm
PRpan13_1:118	i	PP(PP)	i
PRpan13_1:119	think	VVP(VVP)	think
PRpan13_1:120	all	DT(DT)	all
PRpan13_1:121	of	IN(IN)	of
PRpan13_1:122	us	PP(PP)	we
PRpan13_1:123	very	RB(RB)	very
PRpan13_1:124	interested	JJ(JJ)	interested
PRpan13_1:125	in	IN(IN)	in
PRpan13_1:126	this	DT(DT)	this
PRpan13_1:127	and	CC(CC)	and
PRpan13_1:128	er	UH(UH)	er
PRpan13_1:129	it	PP(PP)	it
PRpan13_1:130	will	MD(MD)	will
PRpan13_1:131	be	VB(VB)	be
PRpan13_1:132	two	CD(CD)	two
PRpan13_1:133	hours	NNS(NNS)	hour
PRpan13_1:134	of	IN(IN)	of
PRpan13_1:135	wildly	RB(RB)	wildly
PRpan13_1:136	interesting	JJ(JJ)	interesting
PRpan13_1:137	_2	PA(PA)	

PRpan13_3:1	er	UH(UH)	er
PRpan13_3:2	new	JJ(JJ)	new
PRpan13_3:3	information	NN(NN)	information
PRpan13_3:4	i	PP(PP)	i
PRpan13_3:5	think	VVP(VVP)	think
PRpan13_3:6	_0	PA(PA)	
PRpan13_3:7	we	PP(PP)	we
PRpan13_3:8	will	MD(MD)	will
PRpan13_3:9	er	UH(UH)	er
PRpan13_3:10	do	VV(VV)	do
PRpan13_3:11	er	UH(UH)	er
PRpan13_3:12	it	PP(PP)	it
PRpan13_3:13	the	DT(DT)	the
PRpan13_3:14	structure	NN(NN)	structure
PRpan13_3:15	of	IN(IN)	of
PRpan13_3:16	the	DT(DT)	the
PRpan13_3:17	following	VVG(NN)	follow/following
PRpan13_3:18	will	MD(MD)	will
PRpan13_3:19	be	VB(VB)	be
PRpan13_3:20	the	DT(DT)	the
PRpan13_3:21	_0	PA(PA)	
PRpan13_3:22	the	DT(DT)	the
PRpan13_3:23	two	CD(CD)	two
PRpan13_3:24	_0	PA(PA)	
PRpan13_3:25	commentators	NNS(NNS)	commentator
PRpan13_3:26	for	IN(IN)	for
PRpan13_3:27	this	DT(DT)	this
PRpan13_3:28	now	RB(RB)	now
PRpan13_3:29	then	RB(RB)	then
PRpan13_3:30	_0	PA(PA)	
PRpan13_3:31	a	DT(DT)	a
PRpan13_3:32	short	JJ(JJ)	short
PRpan13_3:33	er	UH(UH)	er
PRpan13_3:34	_0	PA(PA)	
PRpan13_3:35	not	RB(RB)	not
PRpan13_3:36	_1	PA(PA)	
PRpan13_3:37	discussion	NN(NN)	discussion
PRpan13_3:38	but	CC(CC)	but
PRpan13_3:39	more	RBR(RBR)	more
PRpan13_3:40	_0	PA(PA)	
PRpan13_3:41	like	DM(DM)	like
PRpan13_3:42	questions	NNS(NNS)	question
PRpan13_3:43	about	IN(IN)	about
PRpan13_3:44	it	PP(PP)	it
PRpan13_3:45	_0	PA(PA)	
PRpan13_3:46	then	RB(RB)	then
PRpan13_3:47	the	DT(DT)	the
PRpan13_3:48	break	NN(NN)	break
PRpan13_3:49	and	CC(CC)	and
PRpan13_3:50	then	RB(RB)	then
PRpan13_3:51	_0	PA(PA)	
PRpan13_3:52	two	CD(CD)	two
PRpan13_3:53	more	JJR(JJR)	more
PRpan13_3:54	commentators	NNS(NNS)	commentator
PRpan13_3:55	xxx	UNI(UNI)	
PRpan13_3:56	short	JJ(JJ)	short
PRpan13_3:57	discussion	NN(NN)	discussion

PRpan13_4:1	all	RB(RB)	all
PRpan13_4:2	right	RB(RB)	right

PRpan13_5:1	x	UNI(UNI)	
PRpan13_5:2	x	UNI(UNI)	
PRpan13_5:3	x	UNI(UNI)	
PRpan13_5:4	x	UNI(UNI)	
PRpan13_5:5	xx	UNI(UNI)	
PRpan13_5:6	x	UNI(UNI)	
PRpan13_5:7	discussion	NN(NN)	discussion
PRpan13_5:8	i	PP(PP)	i
PRpan13_5:9	just	RB(RB)	just
PRpan13_5:10	would	MD(MD)	will
PRpan13_5:11	like	VV(VV)	like
PRpan13_5:12	to	TO(TO)	to
PRpan13_5:13	inform	VV(VV)	inform
PRpan13_5:14	everybody	NN(NN)	everybody
PRpan13_5:15	that	IN(IN)	that
PRpan13_5:16	erm	UH(UH)	erm
PRpan13_5:17	_0	PA(PA)	
PRpan13_5:18	from	IN(IN)	from
PRpan13_5:19	the	DT(DT)	the
PRpan13_5:20	institute	NN(NN)	institute
PRpan13_5:21	for	IN(IN)	for
PRpan13_5:22	f_anglistik	FW(FW)	
PRpan13_5:23	er	UH(UH)	er
PRpan13_5:24	_0	PA(PA)	
PRpan13_5:25	and	CC(CC)	and
PRpan13_5:26	english	NP(NP)	english
PRpan13_5:27	and	CC(CC)	and
PRpan13_5:28	american	JJ(JJ)	american
PRpan13_5:29	studies	NNS(NNS)	study
PRpan13_5:30	_0	PA(PA)	
PRpan13_5:31	there	EX(EX)	there
PRpan13_5:32	are	VBP(VBP)	be
PRpan13_5:33	_0	PA(PA)	
PRpan13_5:34	there	EX(EX)	there
PRpan13_5:35	are	VBP(VBP)	be
PRpan13_5:36	f_zuerst	FW(FW)	
PRpan13_5:37	f_professor	FW(FW)	
PRpan13_5:38	one	CD(CD)	one
PRpan13_5:39	professor	NN(NN)	professor
PRpan13_5:40	and	CC(CC)	and
PRpan13_5:41	f_vier	FW(FW)	
PRpan13_5:42	students	NNS(NNS)	student
PRpan13_5:43	and	CC(CC)	and
PRpan13_5:44	they	PP(PP)	they
PRpan13_5:45	are	VBP(VBP)	be
PRpan13_5:46	doing	VVG(VVG)	do
PRpan13_5:47	a	DT(DT)	a
PRpan13_5:48	project	NN(NN)	project
PRpan13_5:49	on	IN(IN)	on
PRpan13_5:50	p_intercultural	PVC(JJ)	
PRpan13_5:51	communication	NN(NN)	communication
PRpan13_5:52	_0	PA(PA)	
PRpan13_5:53	including	IN(IN)	including
PRpan13_5:54	english	NP(NP)	english
PRpan13_5:55	as	IN(IN)	as
PRpan13_5:56	a	DT(DT)	a
PRpan13_5:57	foreign	JJ(JJ)	foreign
PRpan13_5:58	language	NN(NN)	language
PRpan13_5:59	f_ja	FW(FW)	
PRpan13_5:60	which	PRE(PRE)	which
PRpan13_5:61	is	VBZ(VBZ)	be
PRpan13_5:62	for	IN(IN)	for
PRpan13_5:63	many	JJ(JJ)	many
PRpan13_5:64	of	IN(IN)	of
PRpan13_5:65	us	PP(PP)	we
PRpan13_5:66	anyway	RB(RB)	anyway
PRpan13_5:67	and	CC(CC)	and
PRpan13_5:68	er	UH(UH)	er
PRpan13_5:69	_0	PA(PA)	
PRpan13_5:70	they	PP(PP)	they
PRpan13_5:71	will	MD(MD)	will
PRpan13_5:72	tape	VV(VV)	tape
PRpan13_5:73	_0	PA(PA)	
PRpan13_5:74	but	CC(CC)	but
PRpan13_5:75	it	PP(PP)	it
PRpan13_5:76	will	MD(MD)	will
PRpan13_5:77	be	VB(VB)	be
PRpan13_5:78	not	RB(RB)	not
PRpan13_5:79	so	DM(DM)/RB(RB)	so
PRpan13_5:80	used	VVN(VVN)	use
PRpan13_5:81	with	IN(IN)	with
PRpan13_5:82	names	NNS(NNS)	name
PRpan13_5:83	or	CC(CC)	or
PRpan13_5:84	anything	NN(NN)	anything
PRpan13_5:85	but	CC(CC)	but
PRpan13_5:86	er	UH(UH)	er
PRpan13_5:87	sort	RB(RB)	sort
PRpan13_5:88	of	RB(RB)	of
PRpan13_5:89	er	UH(UH)	er
PRpan13_5:90	the	DT(DT)	the
PRpan13_5:91	their	PP$(PP$)	they
PRpan13_5:92	own	JJ(JJ)	own
PRpan13_5:93	study	NN(NN)	study
PRpan13_5:94	x	UNI(UNI)	
PRpan13_5:95	xxx	UNI(UNI)	
PRpan13_5:96	x	UNI(UNI)	
PRpan13_5:97	x	UNI(UNI)	
PRpan13_5:98	x	UNI(UNI)	
PRpan13_5:99	xx	UNI(UNI)	
PRpan13_5:100	xx	UNI(UNI)	
PRpan13_5:101	there	EX(EX)	there
PRpan13_5:102	are	VBP(VBP)	be
PRpan13_5:103	the	DT(DT)	the
PRpan13_5:104	three	CD(CD)	three
PRpan13_5:105	four	CD(CD)	four
PRpan13_5:106	_2	PA(PA)	
PRpan13_5:107	and	CC(CC)	and
PRpan13_5:108	now	RB(RB)	now
PRpan13_5:109	er	UH(UH)	er
PRpan13_5:110	let	VV(VV)	let
PRpan13_5:111	me	PP(PP)	i
PRpan13_5:112	start	VV(VV)	start
PRpan13_5:113	erm	UH(UH)	erm
PRpan13_5:114	to	TO(TO)	to
PRpan13_5:115	introduce	VV(VV)	introduce
PRpan13_5:116	to	IN(IN)	to
PRpan13_5:117	you	PP(PP)	you
PRpan13_5:118	a_[S2]	NP(NP)	
PRpan13_5:119	a_[S2/last]	NP(NP)	
PRpan13_5:120	she	PP(PP)	she
PRpan13_5:121	is	VBZ(VBZ)	be
PRpan13_5:122	the	DT(DT)	the
PRpan13_5:123	first	JJ(JJ)	first
PRpan13_5:124	speaker	NN(NN)	speaker
PRpan13_5:125	_2	PA(PA)	
PRpan13_5:126	a_[S2]	NP(NP)	
PRpan13_5:127	a_[S2/last]	NP(NP)	
PRpan13_5:128	erm	UH(UH)	erm
PRpan13_5:129	_0	PA(PA)	
PRpan13_5:130	she	PP(PP)	she
PRpan13_5:131	is	VBZ(VBZ)	be
PRpan13_5:132	in	IN(IN)	in
PRpan13_5:133	the	DT(DT)	the
PRpan13_5:134	moment	NN(NN)	moment
PRpan13_5:135	in	IN(IN)	in
PRpan13_5:136	berlin	NP(NP)	berlin
PRpan13_5:137	_2	PA(PA)	
PRpan13_5:138	but	CC(CC)	but
PRpan13_5:139	er	UH(UH)	er
PRpan13_5:140	she	PP(PP)	she
PRpan13_5:141	is	VBZ(VBZ)	be
PRpan13_5:142	the	DT(DT)	the
PRpan13_5:143	head	NN(NN)	head
PRpan13_5:144	of	IN(IN)	of
PRpan13_5:145	the	DT(DT)	the
PRpan13_5:146	department	NP(NP)	department
PRpan13_5:147	of	NP(NP)	of
PRpan13_5:148	gender	NP(NP)	gender
PRpan13_5:149	studies	NPS(NPS)	study
PRpan13_5:150	and	CC(CC)	and
PRpan13_5:151	professor	NN(NN)	professor
PRpan13_5:152	at	IN(IN)	at
PRpan13_5:153	the	DT(DT)	the
PRpan13_5:154	institute	NP(NP)	institute
PRpan13_5:155	of	NP(NP)	of
PRpan13_5:156	history	NP(NP)	history
PRpan13_5:157	at	IN(IN)	at
PRpan13_5:158	the	DT(DT)	the
PRpan13_5:159	a_[name1]	NP(NP)	
PRpan13_5:160	university	NP(NP)	university
PRpan13_5:161	of	NP(NP)	of
PRpan13_5:162	a_[place1]	NP(NP)	
PRpan13_5:163	_1	PA(PA)	
PRpan13_5:164	but	CC(CC)	but
PRpan13_5:165	for	IN(IN)	for
PRpan13_5:166	a	DT(DT)	a
PRpan13_5:167	year	NN(NN)	year
PRpan13_5:168	_0	PA(PA)	
PRpan13_5:169	er	UH(UH)	er
PRpan13_5:170	she	PP(PP)	she
PRpan13_5:171	is	VBZ(VBZ)	be
PRpan13_5:172	in	IN(IN)	in
PRpan13_5:173	berlin	NP(NP)	berlin
PRpan13_5:174	now	RB(RB)	now
PRpan13_5:175	_0	PA(PA)	
PRpan13_5:176	and	CC(CC)	and
PRpan13_5:177	er	UH(UH)	er
PRpan13_5:178	_0	PA(PA)	
PRpan13_5:179	she	PP(PP)	she
PRpan13_5:180	works	VVZ(VVZ)	work
PRpan13_5:181	her	PP$(PP$)	she
PRpan13_5:182	_0	PA(PA)	
PRpan13_5:183	her	PP$(PP$)	she
PRpan13_5:184	major	JJ(JJ)	major
PRpan13_5:185	interests	NNS(NNS)	interest
PRpan13_5:186	she	PP(PP)	she
PRpan13_5:187	works	VVZ(VVZ)	work
PRpan13_5:188	for	IN(IN)	for
PRpan13_5:189	many	JJ(JJ)	many
PRpan13_5:190	different	JJ(JJ)	different
PRpan13_5:191	things	NNS(NNS)	thing
PRpan13_5:192	but	CC(CC)	but
PRpan13_5:193	her	PP$(PP$)	she
PRpan13_5:194	major	JJ(JJ)	major
PRpan13_5:195	interests	NNS(NNS)	interest
PRpan13_5:196	_0	PA(PA)	
PRpan13_5:197	are	VBP(VBP)	be
PRpan13_5:198	comparative	JJ(JJ)	comparative
PRpan13_5:199	social	JJ(JJ)	social
PRpan13_5:200	change	NN(NN)	change
PRpan13_5:201	gender	NN(NN)	gender
PRpan13_5:202	and	CC(CC)	and
PRpan13_5:203	woman	NN(NN)	woman
PRpan13_5:204	's	POS(POS)	's
PRpan13_5:205	history	NN(NN)	history
PRpan13_5:206	theory	NN(NN)	theory
PRpan13_5:207	of	IN(IN)	of
PRpan13_5:208	history	NN(NN)	history
PRpan13_5:209	and	CC(CC)	and
PRpan13_5:210	construction	NN(NN)	construction
PRpan13_5:211	of	IN(IN)	of
PRpan13_5:212	knowledge	NN(NN)	knowledge
PRpan13_5:213	and	CC(CC)	and
PRpan13_5:214	_0	PA(PA)	
PRpan13_5:215	comparative	JJ(JJ)	comparative
PRpan13_5:216	history	NN(NN)	history
PRpan13_5:217	of	IN(IN)	of
PRpan13_5:218	the	DT(DT)	the
PRpan13_5:219	xxx	UNI(UNI)	
PRpan13_5:220	so	DM(DM)	so
PRpan13_5:221	she	PP(PP)	she
PRpan13_5:222	is	VBZ(VBZ)	be
PRpan13_5:223	the	DT(DT)	the
PRpan13_5:224	first	JJ(JJ)	first
PRpan13_5:225	to	TO(TO)	to
PRpan13_5:226	present	VV(VV)	present
PRpan13_5:227	her	PP$(PP$)	she
PRpan13_5:228	commentary	NN(NN)	commentary
PRpan13_5:229	and	CC(CC)	and
PRpan13_5:230	the	DT(DT)	the
PRpan13_5:231	next	JJ(JJ)	next
PRpan13_5:232	one	NN(NN)	one
PRpan13_5:233	then	RB(RB)	then
PRpan13_5:234	would	MD(MD)	will
PRpan13_5:235	be	VB(VB)	be
PRpan13_5:236	would	MD(MD)	will
PRpan13_5:237	be	VB(VB)	be
PRpan13_5:238	a_[S3]	NP(NP)	
PRpan13_5:239	a_[S3/last]	NP(NP)	
PRpan13_5:240	_2	PA(PA)	
PRpan13_5:241	a_[S3]	NP(NP)	
PRpan13_5:242	a_[S3/last]	NP(NP)	
PRpan13_5:243	is	VBZ(VBZ)	be
PRpan13_5:244	the	DT(DT)	the
PRpan13_5:245	executive	JJ(JJ)	executive
PRpan13_5:246	xxxx	UNI(UNI)	
PRpan13_5:247	the	DT(DT)	the
PRpan13_5:248	executive	JJ(JJ)	executive
PRpan13_5:249	director	NN(NN)	director
PRpan13_5:250	of	IN(IN)	of
PRpan13_5:251	the	DT(DT)	the
PRpan13_5:252	a_[firstname1]	NP(NP)	
PRpan13_5:253	a_[lastname1]	NP(NP)	
PRpan13_5:254	archives	NNS(NNS)	archive
PRpan13_5:255	foundation	NN(NN)	foundation
PRpan13_5:256	she	PP(PP)	she
PRpan13_5:257	is	VBZ(VBZ)	be
PRpan13_5:258	a	DT(DT)	a
PRpan13_5:259	lecturer	NN(NN)	lecturer
PRpan13_5:260	at	IN(IN)	at
PRpan13_5:261	the	DT(DT)	the
PRpan13_5:262	university	NP(NP)	university
PRpan13_5:263	of	NP(NP)	of
PRpan13_5:264	a_[place2]	NP(NP)	
PRpan13_5:265	in	IN(IN)	in
PRpan13_5:266	the	DT(DT)	the
PRpan13_5:267	institute	NP(NP)	institute
PRpan13_5:268	for	NP(NP)	for
PRpan13_5:269	contemporary	NP(NP)	contemporary
PRpan13_5:270	history	NP(NP)	history
PRpan13_5:271	and	CC(CC)	and
PRpan13_5:272	her	PP$(PP$)	she
PRpan13_5:273	research	NN(NN)	research
PRpan13_5:274	focus	NN(NN)	focus
PRpan13_5:275	is	VBZ(VBZ)	be
PRpan13_5:276	history	NN(NN)	history
PRpan13_5:277	of	IN(IN)	of
PRpan13_5:278	political	JJ(JJ)	political
PRpan13_5:279	culture	NN(NN)	culture
PRpan13_5:280	and	CC(CC)	and
PRpan13_5:281	gender	NN(NN)	gender
PRpan13_5:282	history	NN(NN)	history
PRpan13_5:283	and	CC(CC)	and
PRpan13_5:284	history	NN(NN)	history
PRpan13_5:285	of	IN(IN)	of
PRpan13_5:286	the	DT(DT)	the
PRpan13_5:287	body	NN(NN)	body
PRpan13_5:288	_1	PA(PA)	
PRpan13_5:289	er	UH(UH)	er
PRpan13_5:290	_0	PA(PA)	
PRpan13_5:291	she	PP(PP)	she
PRpan13_5:292	she	PP(PP)	she
PRpan13_5:293	was	VBD(VBD)	be
PRpan13_5:294	er	UH(UH)	er
PRpan13_5:295	xxx	UNI(UNI)	
PRpan13_5:296	one	NN(NN)	one
PRpan13_5:297	_0	PA(PA)	
PRpan13_5:298	in	IN(IN)	in
PRpan13_5:299	the	DT(DT)	the
PRpan13_5:300	conference	NN(NN)	conference
PRpan13_5:301	committee	NN(NN)	committee
PRpan13_5:302	or	CC(CC)	or
PRpan13_5:303	she	PP(PP)	she
PRpan13_5:304	is	VBZ(VBZ)	be
PRpan13_5:305	still	RB(RB)	still
PRpan13_5:306	in	IN(IN)	in
PRpan13_5:307	the	DT(DT)	the
PRpan13_5:308	conference	NN(NN)	conference
PRpan13_5:309	committee	NN(NN)	committee
PRpan13_5:310	xxx	UNI(UNI)	
PRpan13_5:311	and	CC(CC)	and
PRpan13_5:312	she	PP(PP)	she
PRpan13_5:313	is	VBZ(VBZ)	be
PRpan13_5:314	working	VVG(VVG)	work
PRpan13_5:315	in	IN(IN)	in
PRpan13_5:316	the	DT(DT)	the
PRpan13_5:317	moment	NN(NN)	moment
PRpan13_5:318	as	IN(IN)	as
PRpan13_5:319	a	DT(DT)	a
PRpan13_5:320	postdoctoral	JJ(JJ)	postdoctoral
PRpan13_5:321	thesis	NN(NN)	thesis
PRpan13_5:322	on	IN(IN)	on
PRpan13_5:323	taking	VVG(VVG)	take
PRpan13_5:324	control	NN(NN)	control
PRpan13_5:325	over	IN(IN)	over
PRpan13_5:326	the	DT(DT)	the
PRpan13_5:327	production	NN(NN)	production
PRpan13_5:328	in	IN(IN)	in
PRpan13_5:329	austria	NP(NP)	austria
PRpan13_5:330	and	CC(CC)	and
PRpan13_5:331	in	IN(IN)	in
PRpan13_5:332	the	DT(DT)	the
PRpan13_5:333	s_us	NP(NP)	s_us
PRpan13_5:334	during	IN(IN)	during
PRpan13_5:335	the	DT(DT)	the
PRpan13_5:336	nineteenth	JJ(JJ)	nineteenth
PRpan13_5:337	century	NN(NN)	century
PRpan13_5:338	so	DM(DM)	so
PRpan13_5:339	_0	PA(PA)	
PRpan13_5:340	please	FI(FI)	please
PRpan13_5:341	a_[S2]	NP(NP)	
PRpan13_5:342	_3	PA(PA)	

PRpan13_6:1	well	DM(DM)	well
PRpan13_6:2	i	PP(PP)	i
PRpan13_6:3	feel	VVP(VVP)	feel
PRpan13_6:4	very	RB(RB)	very
PRpan13_6:5	honoured	VVN(VVN)	honour
PRpan13_6:6	by	IN(IN)	by
PRpan13_6:7	being	VBG(VBG)	be
PRpan13_6:8	invited	VVN(VVN)	invit
PRpan13_6:9	to	IN(IN)	to
PRpan13_6:10	this	DT(DT)	this
PRpan13_6:11	truly	RB(RB)	truly
PRpan13_6:12	international	JJ(JJ)	international
PRpan13_6:13	conference	NN(NN)	conference

PRpan13_7:1	thank	FI(FI)	thank
PRpan13_7:2	you	FI(FI)	you

PRpan13_9:1	thank	FI(FI)	thank
PRpan13_9:2	you	FI(FI)	you
PRpan13_9:3	_0	PA(PA)	
PRpan13_9:4	thank	FI(FI)	thank
PRpan13_9:5	you	FI(FI)	you
PRpan13_9:6	a_[S2]	NP(NP)	
PRpan13_9:7	a_[S2/last]	NP(NP)	
PRpan13_9:8	erm	UH(UH)	erm
PRpan13_9:9	_0	PA(PA)	
PRpan13_9:10	now	RB(RB)	now
PRpan13_9:11	we	PP(PP)	we
PRpan13_9:12	without	IN(IN)	without
PRpan13_9:13	discussion	NN(NN)	discussion
PRpan13_9:14	w-	XX(XX)	
PRpan13_9:15	we	PP(PP)	we
PRpan13_9:16	move	VVP(VVP)	move
PRpan13_9:17	on	RP(RP)	on
PRpan13_9:18	to	IN(IN)	to
PRpan13_9:19	a_[S3]	NP(NP)	
PRpan13_9:20	a_[S3/last]	NP(NP)	
PRpan13_9:21	_0	PA(PA)	

PRpan13_10:1	yeah	RE(RE)	yeah
PRpan13_10:2	reading	VVG(VVG)	read
PRpan13_10:3	all	PDT(PDT)	all
PRpan13_10:4	the	DT(DT)	the
PRpan13_10:5	papers	NNS(NNS)	paper
PRpan13_10:6	which	PRE(PRE)	which
PRpan13_10:7	have	VHP(VHP)	have
PRpan13_10:8	xx	UNI(UNI)	
PRpan13_10:9	to	TO(TO)	to
PRpan13_10:10	get	VV(VV)	get
PRpan13_10:11	an	DT(DT)	a
PRpan13_10:12	extended	JJ(JJ)	extended
PRpan13_10:13	version	NN(NN)	version
PRpan13_10:14	_0	PA(PA)	
PRpan13_10:15	and	CC(CC)	and
PRpan13_10:16	listening	VVG(VVG)	listen
PRpan13_10:17	to	IN(IN)	to
PRpan13_10:18	the	DT(DT)	the
PRpan13_10:19	invitations	NNS(NNS)	invitation
PRpan13_10:20	_0	PA(PA)	
PRpan13_10:21	lots	NNS(NNS)	lot
PRpan13_10:22	of	IN(IN)	of
PRpan13_10:23	questions	NNS(NNS)	question
PRpan13_10:24	xx	UNI(UNI)	
PRpan13_10:25	at	IN(IN)	at
PRpan13_10:26	very	RB(RB)	very
PRpan13_10:27	different	JJ(JJ)	different
PRpan13_10:28	levels	NNS(NNS)	level
PRpan13_10:29	came	VVD(VVD)	come
PRpan13_10:30	to	IN(IN)	to
PRpan13_10:31	my	PP$(PP$)	i
PRpan13_10:32	mind	NN(NN)	mind
PRpan13_10:33	_0	PA(PA)	
PRpan13_10:34	which	PRE(PRE)	which
PRpan13_10:35	i	PP(PP)	i
PRpan13_10:36	wanted	VVD(VVD)	want
PRpan13_10:37	to	TO(TO)	to
PRpan13_10:38	ask	VV(VV)	ask
PRpan13_10:39	you	PP(PP)	you
PRpan13_10:40	discuss	VV(VV)	discuss
PRpan13_10:41	with	IN(IN)	with
PRpan13_10:42	you	PP(PP)	you

PRpan13_11:1	i	PP(PP)	i
PRpan13_11:2	am	VBP(VBP)	be
PRpan13_11:3	afraid	JJ(JJ)	afraid
PRpan13_11:4	i	PP(PP)	i
PRpan13_11:5	have	VHP(VHP)	have
PRpan13_11:6	to	TO(TO)	to
PRpan13_11:7	leave	VV(VV)	leave
PRpan13_11:8	it	PP(PP)	it
PRpan13_11:9	at	IN(IN)	at
PRpan13_11:10	this	DT(DT)	this
PRpan13_11:11	point	NN(NN)	point
PRpan13_11:12	in	IN(IN)	in
