POmtg447_1:1	first	RB(RB)	first
POmtg447_6:7	er	UH(UH)	er
POmtg447_6:8	_0	PA(PA)	
POmtg447_6:9	who	WP(WP)	who
POmtg447_6:10	hosted	VVD(VVD)	host
POmtg447_6:11	it	PP(PP)	it

POmtg447_7:1	the	DT(DT)	the
POmtg447_7:2	romanian	NP(NP)	romanian
POmtg447_7:3	cultural	NP(NP)	cultural
POmtg447_7:4	institute	NP(NP)	institute

POmtg447_8:1	and	CC(CC)	and
POmtg447_8:2	they	PP(PP)	they
POmtg447_8:3	provided	VVD(VVD)	provide
POmtg447_8:4	all	PDT(PDT)	all
POmtg447_8:5	the	DT(DT)	the
POmtg447_8:6	food	NN(NN)	food

POmtg447_9:1	everything	NN(NN)	everything
POmtg447_9:2	you	PP(PP)	you
POmtg447_9:3	just	RB(RB)	just
POmtg447_9:4	had	VHD(VHD)	have
POmtg447_9:5	to	TO(TO)	to
POmtg447_9:6	be	VB(VB)	be
POmtg447_9:7	there	RB(RB)	there

POmtg447_10:1	mhm	RE(RE)	mhm

POmtg447_11:1	and	CC(CC)	and
POmtg447_11:2	give	VV(VV)	give
POmtg447_11:3	my	PP$(PP$)	i
POmtg447_11:4	flyers	NNS(NNS)	flyer
POmtg447_11:5	er	UH(UH)	er
POmtg447_11:6	handouts	NNS(NNS)	handout
POmtg447_11:7	and	CC(CC)	and
POmtg447_11:8	so	RB(RB)	so
POmtg447_11:9	on	RB(RB)	on

POmtg447_12:1	hm	RE(RE)	hm

POmtg447_13:1	did	VVD(VVD)	do
POmtg447_13:2	did	VVD(VVD)	do
POmtg447_13:3	they	PP(PP)	they
POmtg447_13:4	do	VV(VV)	do
POmtg447_13:5	any	DT(DT)	any
POmtg447_13:6	_0	PA(PA)	
POmtg447_13:7	little	JJ(JJ)	little
POmtg447_13:8	bits	NNS(NNS)	bit
POmtg447_13:9	of	IN(IN)	of
POmtg447_13:10	romanian	NP(NP)	romanian
POmtg447_13:11	as	RB(RB)	as
POmtg447_13:12	well	RB(RB)	well
POmtg447_13:13	like	DM(DM)	like
POmtg447_13:14	teaching	VVG(VVG)	teach
POmtg447_13:15	it	PP(PP)	it

POmtg447_14:1	yeah	RE(RE)	yeah
POmtg447_14:2	yeah	RE(RE)	yeah
POmtg447_14:3	yeah	RE(RE)	yeah
POmtg447_14:4	yeah	RE(RE)	yeah
POmtg447_14:5	yeah	RE(RE)	yeah
POmtg447_14:6	_0	PA(PA)	
POmtg447_14:7	with	IN(IN)	with
POmtg447_14:8	_0	PA(PA)	
POmtg447_14:9	this	DT(DT)	this
POmtg447_14:10	handouts	NNS(NN)	handout
POmtg447_14:11	i	PP(PP)	i
POmtg447_14:12	gave	VVD(VVD)	give

POmtg447_15:1	yeah	RE(RE)	yeah
POmtg447_15:2	yeah	RE(RE)	yeah
POmtg447_15:3	yeah	RE(RE)	yeah
POmtg447_15:4	yeah	RE(RE)	yeah

POmtg447_16:1	mhm	RE(RE)	mhm

POmtg447_17:1	so	DM(DM)	so
POmtg447_17:2	this	DT(DT)	this
POmtg447_17:3	is	VBZ(VBZ)	be
POmtg447_17:4	great	JJ(JJ)	great
POmtg447_17:5	because	IN(IN)	because
POmtg447_17:6	it	PP(PP)	it
POmtg447_17:7	goes	VVZ(VVZ)	go
POmtg447_17:8	to	TO(TO)	to
POmtg447_17:9	show	VV(VV)	show
POmtg447_17:10	that	IN(IN)	that
POmtg447_17:11	_0	PA(PA)	
POmtg447_17:12	it	PP(PP)	it
POmtg447_17:13	's	VBS(VBS)	be
POmtg447_17:14	possible	JJ(JJ)	possible
POmtg447_17:15	to	TO(TO)	to
POmtg447_17:16	do	VV(VV)	do
POmtg447_17:17	this	DT(DT)	this
POmtg447_17:18	_1	PA(PA)	
POmtg447_17:19	in	IN(IN)	in
POmtg447_17:20	different	JJ(JJ)	different
POmtg447_17:21	ways	NNS(NNS)	way
POmtg447_17:22	that	DT(DT)/PRE(PRE)	that
POmtg447_17:23	do	VVP(VVP)	do
POmtg447_17:24	n't	RB(RB)	not
POmtg447_17:25	you	PP(PP)/PP(DM)	you
POmtg447_17:26	know	VVP(VVP)/VVP(DM)	know
POmtg447_17:27	_0	PA(PA)	

POmtg447_18:1	yeah	RE(RE)	yeah

POmtg447_19:1	to	TO(TO)	to
POmtg447_19:2	get	VV(VV)	get
POmtg447_19:3	s-	XX(XX)	
POmtg447_19:4	sponsorship	NN(NN)	sponsorship
POmtg447_19:5	from	IN(IN)	from
POmtg447_19:6	_0	PA(PA)	

POmtg447_20:1	hm	RE(RE)	hm

POmtg447_21:1	yeah	RE(RE)	yeah

POmtg447_22:1	particular	JJ(JJ)	particular
POmtg447_22:2	_0	PA(PA)	
POmtg447_22:3	places	NNS(NNS)	place
POmtg447_22:4	_0	PA(PA)	
POmtg447_22:5	which	PRE(PRE)	which
POmtg447_22:6	mean	V(VVZ)	mean
POmtg447_22:7	it	PP(PP)	it
POmtg447_22:8	is	VBZ(VBZ)	be
POmtg447_22:9	possible	JJ(JJ)	possible
POmtg447_22:10	to	TO(TO)	to
POmtg447_22:11	replicate	VV(VV)	replicate
POmtg447_22:12	it	PP(PP)	it
POmtg447_22:13	without	IN(IN)	without
POmtg447_22:14	_0	PA(PA)	

POmtg447_23:1	er	UH(UH)	er

POmtg447_24:1	okay	RE(RE)	okay
POmtg447_24:2	there	EX(EX)	there
POmtg447_24:3	were	VBD(VBD)	be
POmtg447_24:4	some	DT(DT)	some
POmtg447_24:5	of	IN(IN)	of
POmtg447_24:6	your	PP$(PP$)	you
POmtg447_24:7	time	NN(NN)	time
POmtg447_24:8	involved	VVN(VVN)	involve

POmtg447_25:1	yeah	RE(RE)	yeah

POmtg447_26:1	yes	RE(RE)	yes
POmtg447_26:2	but	CC(CC)	but

POmtg447_27:1	but	CC(CC)	but
POmtg447_27:2	_0	PA(PA)	
POmtg447_27:3	xxx	UNI(UNI)	
POmtg447_27:4	xx	UNI(UNI)	
POmtg447_27:5	mainly	RB(RB)	mainly
POmtg447_27:6	teachers	NNS(NNS)	teacher

POmtg447_28:1	but	CC(CC)	but
POmtg447_28:2	not	RB(RB)	not
POmtg447_28:3	much	JJ(JJ)	much

POmtg447_29:1	xxx	UNI(UNI)	

POmtg447_30:1	mhm	RE(RE)	mhm

POmtg447_31:1	yeah	RE(RE)	yeah

POmtg447_32:1	mhm	RE(RE)	mhm

POmtg447_33:1	i	PP(DM)	i
POmtg447_33:2	mean	VVP(DM)	mean
POmtg447_33:3	and	CC(CC)	and
POmtg447_33:4	they	PP(PP)	they
POmtg447_33:5	consequently	RB(RB)	consequently
POmtg447_33:6	institute	NN(NN)	institute
POmtg447_33:7	_0	PA(PA)	

POmtg447_34:1	hm	RE(RE)	hm

POmtg447_35:1	yeah	RE(RE)	yeah

POmtg447_36:1	and	CC(CC)	and
POmtg447_36:2	then	RB(RB)	then
POmtg447_36:3	the	DT(DT)	the
POmtg447_36:4	people	NNS(NNS)	people
POmtg447_36:5	who	PRE(PRE)	who
POmtg447_36:6	_0	PA(PA)	
POmtg447_36:7	who	PRE(PRE)	who
POmtg447_36:8	could	MD(MD)	can
POmtg447_36:9	have	VH(VH)	have
POmtg447_36:10	an	DT(DT)	a
POmtg447_36:11	interest	NN(NN)	interest
POmtg447_36:12	and	CC(CC)	and
POmtg447_36:13	if	IN(IN)	if
POmtg447_36:14	you	PP(PP)	you
POmtg447_36:15	find	VVP(VVP)	find
POmtg447_36:16	the	DT(DT)	the
POmtg447_36:17	right	JJ(JJ)	right
POmtg447_36:18	kind	NN(NN)	kind
POmtg447_36:19	of	IN(IN)	of
POmtg447_36:20	market	NN(NN)	market
POmtg447_36:21	like	IN(IN)	like
POmtg447_36:22	you	PP(PP)	you
POmtg447_36:23	say	VVP(VVP)	say
POmtg447_36:24	you	PP(DM)	you
POmtg447_36:25	know	VVP(DM)	know
POmtg447_36:26	_0	PA(PA)	

POmtg447_37:1	yeah	RE(RE)	yeah

POmtg447_38:1	yeah	RE(RE)	yeah

POmtg447_39:1	right	DM(DM)	right

POmtg447_40:1	yeah	RE(RE)	yeah

POmtg447_41:1	merging	VVG(VVG)	merge
POmtg447_41:2	people	NNS(NNS)	people
POmtg447_41:3	from	IN(IN)	from
POmtg447_41:4	businesses	NNS(NNS)	business
POmtg447_41:5	hh	BR(BR)	
POmtg447_41:6	_0	PA(PA)	
POmtg447_41:7	you	PP(DM)	you
POmtg447_41:8	know	VVP(DM)	know
POmtg447_41:9	it	PP(PP)	it
POmtg447_41:10	's	VBS(VBS)	be
POmtg447_41:11	po-	XX(XX)	
POmtg447_41:12	quite	RB(RB)	quite
POmtg447_41:13	possible	JJ(JJ)	possible
POmtg447_41:14	to	TO(TO)	to
POmtg447_41:15	repeat	VV(VV)	repeat
POmtg447_41:16	these	DT(DT)	these
POmtg447_41:17	things	NNS(NNS)	thing

POmtg447_42:1	yes	RE(RE)	yes

POmtg447_43:1	without	IN(IN)	without
POmtg447_43:2	xx	UNI(UNI)	
POmtg447_43:3	been	VBN(VBN)	be
POmtg447_43:4	to	TO(TO)	to
POmtg447_43:5	cost	VV(VV)	cost
POmtg447_43:6	hh	BR(BR)	
POmtg447_43:7	_0	PA(PA)	

POmtg447_44:1	mhm	RE(RE)	mhm

POmtg447_45:1	exactly	RB(RB)	exactly

POmtg447_46:1	lots	NNS(NNS)	lot
POmtg447_46:2	of	IN(IN)	of
POmtg447_46:3	money	NN(NN)	money
POmtg447_46:4	and	CC(CC)	and
POmtg447_46:5	that	DT(DT)	that
POmtg447_46:6	's	VBS(VBS)	be
POmtg447_46:7	k-	XX(XX)	
POmtg447_46:8	that	DT(DT)	that
POmtg447_46:9	's	VBS(VBS)	be
POmtg447_46:10	very	RB(RB)	very
POmtg447_46:11	important	JJ(JJ)	important
POmtg447_46:12	point	NN(NN)	point
POmtg447_46:13	so	DM(DM)	so
POmtg447_46:14	that	DT(DT)	that
POmtg447_46:15	's	VBS(VBS)	be
POmtg447_46:16	a	DT(DT)	a
POmtg447_46:17	big	JJ(JJ)	big
POmtg447_46:18	really	RB(RB)	really
POmtg447_46:19	important	JJ(JJ)	important
POmtg447_46:20	to	TO(TO)	to
POmtg447_46:21	include	VV(VV)	include
POmtg447_46:22	this	DT(DT)	this
POmtg447_46:23	hh	BR(BR)	
POmtg447_46:24	_0	PA(PA)	

POmtg447_47:1	mhm	RE(RE)	mhm
POmtg447_47:2	just	RB(RB)	just
POmtg447_47:3	say	VV(VV)	say
POmtg447_47:4	it	PP(PP)	it
POmtg447_47:5	yes	RE(RE)	yes

POmtg447_48:1	in	IN(IN)	in
POmtg447_48:2	erm	UH(UH)	erm
POmtg447_48:3	_0	PA(PA)	
POmtg447_48:4	in	IN(IN)	in
POmtg447_48:5	in	IN(IN)	in
POmtg447_48:6	any	DT(DT)	any
POmtg447_48:7	reporting	VVG(NN)	report/reporting
POmtg447_48:8	that	PRE(PRE)	that
POmtg447_48:9	you	PP(PP)	you
POmtg447_48:10	do	VVP(VVP)	do

POmtg447_49:1	yeah	RE(RE)	yeah

POmtg447_50:1	hm	RE(RE)	hm
POmtg447_50:2	_2	PA(PA)	

POmtg447_51:1	i	PP(PP)	i
POmtg447_51:2	will	MD(MD)	will
POmtg447_51:3	say	VV(VV)	say
POmtg447_51:4	something	NN(NN)	something
POmtg447_51:5	about	IN(IN)	about
POmtg447_51:6	reporting	VVG(NN)	report/reporting
POmtg447_51:7	@@	LA(LA)	
POmtg447_51:8	in	IN(IN)	in
POmtg447_51:9	my	PP$(PP$)	i
POmtg447_51:10	_0	PA(PA)	

POmtg447_52:1	@@@	LA(LA)	

POmtg447_53:1	final	JJ(JJ)	final
POmtg447_53:2	_0	PA(PA)	
POmtg447_53:3	piece	NN(NN)	piece
POmtg447_53:4	_0	PA(PA)	
POmtg447_53:5	@@	LA(LA)	
POmtg447_53:6	hh	BR(BR)	
POmtg447_53:7	but	CC(CC)	but
POmtg447_53:8	yeah	RE(RE)	yeah
POmtg447_53:9	so	DM(DM)	so
POmtg447_53:10	that	DT(DT)	that
POmtg447_53:11	's	VBS(VBS)	be
POmtg447_53:12	that	DT(DT)	that
POmtg447_53:13	's	VBS(VBS)	be
POmtg447_53:14	really	RB(RB)	really
POmtg447_53:15	great	JJ(JJ)	great
POmtg447_53:16	_0	PA(PA)	

POmtg447_54:1	did	VVD(VVD)	do
POmtg447_54:2	does	VVZ(VVZ)	do
POmtg447_54:3	does	VVZ(VVZ)	do
POmtg447_54:4	n't	RB(RB)	not

POmtg447_55:1	that	DT(DT)	that
POmtg447_55:2	's	VBS(VBS)	be
POmtg447_55:3	the	DT(DT)	the
POmtg447_55:4	exact	JJ(JJ)	exact
POmtg447_55:5	xx	UNI(UNI)	

POmtg447_56:1	yeah	RE(RE)	yeah
POmtg447_56:2	this	DT(DT)	this
POmtg447_56:3	was	VBD(VBD)	be
POmtg447_56:4	absolute	JJ(RB)	absolute
POmtg447_56:5	great	JJ(JJ)	great
POmtg447_56:6	_0	PA(PA)	

POmtg447_57:1	hm	RE(RE)	hm

POmtg447_58:1	mhm	RE(RE)	mhm

POmtg447_59:1	that	DT(DT)	that
POmtg447_59:2	's	VBS(VBS)	be
POmtg447_59:3	really	RB(RB)	really
POmtg447_59:4	good	JJ(JJ)	good

POmtg447_60:1	er	UH(UH)	er
POmtg447_60:2	th-	XX(XX)	
POmtg447_60:3	okay	RE(RE)	okay
POmtg447_60:4	some	DT(DT)	some
POmtg447_60:5	of	IN(IN)	of
POmtg447_60:6	my	PP$(PP$)	i
POmtg447_60:7	time	NN(NN)	time
POmtg447_60:8	but	CC(CC)	but
POmtg447_60:9	i	PP(PP)	i
POmtg447_60:10	did	VVD(VVD)	do
POmtg447_60:11	some	DT(DT)	some
POmtg447_60:12	copying	VVG(NN)	copy/copying
POmtg447_60:13	and	CC(CC)	and
POmtg447_60:14	this	DT(DT)	this
POmtg447_60:15	kin-	XX(XX)	
POmtg447_60:16	i	PP(DM)	i
POmtg447_60:17	mean	VVP(DM)	mean
POmtg447_60:18	it	PP(PP)	it
POmtg447_60:19	was	VBD(VBD)	be
POmtg447_60:20	not	RB(RB)	not
POmtg447_60:21	like	IN(IN)	like
POmtg447_60:22	that	DT(DT)	that
POmtg447_60:23	because	IN(IN)	because
POmtg447_60:24	i	PP(PP)	i
POmtg447_60:25	kn-	XX(XX)	
POmtg447_60:26	knew	VVD(VVD)	know
POmtg447_60:27	they	PP(PP)	they
POmtg447_60:28	will	MD(MD)	will
POmtg447_60:29	take	VV(VV)	take
POmtg447_60:30	care	NN(NN)	care
POmtg447_60:31	of	IN(IN)	of
POmtg447_60:32	everything	NN(NN)	everything
POmtg447_60:33	_1	PA(PA)	

POmtg447_61:1	hm	RE(RE)	hm

POmtg447_62:1	mhm	RE(RE)	mhm
POmtg447_62:2	_1	PA(PA)	

POmtg447_63:1	publicity	NN(NN)	publicity
POmtg447_63:2	food	NN(NN)	food
POmtg447_63:3	photograph	NN(NN)	photograph
POmtg447_63:4	_0	PA(PA)	

POmtg447_64:1	hm	RE(RE)	hm
POmtg447_64:2	_0	PA(PA)	
POmtg447_64:3	mhm	RE(RE)	mhm

POmtg447_65:1	everything	NN(NN)	everything

POmtg447_66:1	but	CC(CC)	but
POmtg447_66:2	you	PP(PP)	you
POmtg447_66:3	found	VVD(VVD)	find
POmtg447_66:4	a	DT(DT)	a
POmtg447_66:5	_0	PA(PA)	
POmtg447_66:6	a	DT(DT)	a
POmtg447_66:7	source	NN(NN)	source
POmtg447_66:8	of	IN(IN)	of
POmtg447_66:9	_0	PA(PA)	
POmtg447_66:10	of	IN(IN)	of
POmtg447_66:11	of	IN(IN)	of
POmtg447_66:12	help	NN(NN)	help
POmtg447_66:13	there	RB(RB)	there
POmtg447_66:14	have	VH(VH)	have
POmtg447_66:15	n't	RB(RB)	not
POmtg447_66:16	you	PP(PP)	you
POmtg447_66:17	which	PRE(PRE)	which
POmtg447_66:18	which	PRE(PRE)	which
POmtg447_66:19	er	UH(UH)	er
POmtg447_66:20	er	UH(UH)	er
POmtg447_66:21	where	WRB(WRB)	where
POmtg447_66:22	they	PP(PP)	they
POmtg447_66:23	get	VVP(VVP)	get
POmtg447_66:24	something	NN(NN)	something
POmtg447_66:25	out	IN(IN)	out
POmtg447_66:26	of	IN(IN)	of
POmtg447_66:27	it	PP(PP)	it
POmtg447_66:28	so	DM(DM)	so
POmtg447_66:29	cultural	JJ(JJ)	cultural
POmtg447_66:30	_0	PA(PA)	

POmtg447_67:1	yeah	RE(RE)	yeah
POmtg447_67:2	i	PP(PP)	i
POmtg447_67:3	did	VVD(VVD)	do
POmtg447_67:4	this	DT(DT)	this
POmtg447_67:5	yeah	RE(RE)	yeah

POmtg447_68:1	mhm	RE(RE)	mhm

POmtg447_69:1	yeah	RE(RE)	yeah
POmtg447_69:2	yeah	RE(RE)	yeah
POmtg447_69:3	_0	PA(PA)	
POmtg447_69:4	yeah	RE(RE)	yeah
POmtg447_69:5	exactly	RB(RB)	exactly

POmtg447_70:1	yeah	RE(RE)	yeah
POmtg447_70:2	yeah	RE(RE)	yeah
POmtg447_70:3	yeah	RE(RE)	yeah
POmtg447_70:4	yeah	RE(RE)	yeah

POmtg447_71:1	institutes	NNS(NNS)	institute
POmtg447_71:2	and	CC(CC)	and
POmtg447_71:3	embassies	NNS(NNS)	embassy
POmtg447_71:4	and	CC(CC)	and

POmtg447_72:1	yeah	RE(RE)	yeah
POmtg447_72:2	yeah	RE(RE)	yeah
POmtg447_72:3	yeah	RE(RE)	yeah

POmtg447_73:1	eve-	XX(XX)	
POmtg447_73:2	_0	PA(PA)	
POmtg447_73:3	organizations	NNS(NNS)	organization
POmtg447_73:4	like	IN(IN)	like
POmtg447_73:5	that	DT(DT)	that
POmtg447_73:6	_0	PA(PA)	
POmtg447_73:7	benefit	VVP(VVP)	benefit
POmtg447_73:8	themselves	PP(PP)	they
POmtg447_73:9	and	CC(CC)	and
POmtg447_73:10	so	DM(DM)	so
POmtg447_73:11	they	PP(PP)	they
POmtg447_73:12	're	VBP(VBP)	be
POmtg447_73:13	prepared	JJ(JJ)	prepared
POmtg447_73:14	to	TO(TO)	to
POmtg447_73:15	and	CC(CC)	and
POmtg447_73:16	they	PP(PP)	they
POmtg447_73:17	've	VHP(VHP)	have
POmtg447_73:18	got	VVN(VVN)	get
POmtg447_73:19	have	VHP(VHP)	have
POmtg447_73:20	_0	PA(PA)	
POmtg447_73:21	they	PP(PP)	they
POmtg447_73:22	've	VHP(VHP)	have
POmtg447_73:23	got	VVN(VVN)	get
POmtg447_73:24	a	DT(DT)	a
POmtg447_73:25	budget	NN(NN)	budget
POmtg447_73:26	themselves	PP(PP)	they
POmtg447_73:27	to	TO(TO)	to
POmtg447_73:28	to	TO(TO)	to
POmtg447_73:29	promote	VV(VV)	promote
POmtg447_73:30	their	PP$(PP$)	they
POmtg447_73:31	_0	PA(PA)	

POmtg447_74:1	yeah	RE(RE)	yeah
POmtg447_74:2	x	UNI(UNI)	
POmtg447_74:3	_0	PA(PA)	
POmtg447_74:4	yeah	RE(RE)	yeah

POmtg447_75:1	their	PP$(PP$)	they
POmtg447_75:2	area	NN(NN)	area
POmtg447_75:3	or	CC(CC)	or
POmtg447_75:4	their	PP$(PP$)	they
POmtg447_75:5	country	NN(NN)	country
POmtg447_75:6	so	DM(DM)	so
POmtg447_75:7	they	PP(PP)	they
POmtg447_75:8	can	MD(MD)	can
POmtg447_75:9	_0	PA(PA)	

POmtg447_76:1	mhm	RE(RE)	mhm

POmtg447_77:1	often	RB(RB)	often
POmtg447_77:2	_0	PA(PA)	
POmtg447_77:3	help	VV(VV)	help
POmtg447_77:4	out	RP(RP)	out
POmtg447_77:5	_1	PA(PA)	

POmtg447_78:1	hh	BR(BR)	
POmtg447_78:2	hh	BR(BR)	
POmtg447_78:3	for	IN(IN)	for
POmtg447_78:4	these	DT(DT)	these
POmtg447_78:5	little	JJ(JJ)	little
POmtg447_78:6	things	NNS(NNS)	thing
POmtg447_78:7	erm	UH(UH)	erm
POmtg447_78:8	_0	PA(PA)	
POmtg447_78:9	i	PP(PP)	i
POmtg447_78:10	thought	VVD(VVD)	think
POmtg447_78:11	it	PP(PP)	it
POmtg447_78:12	was	VBD(VBD)	be
POmtg447_78:13	good	JJ(JJ)	good
POmtg447_78:14	idea	NN(NN)	idea
POmtg447_78:15	to	TO(TO)	to
POmtg447_78:16	to	TO(TO)	to
POmtg447_78:17	to	TO(TO)	to
POmtg447_78:18	make	VV(VV)	make
POmtg447_78:19	a	DT(DT)	a
POmtg447_78:20	booklets	NNS(NNS)	booklet
POmtg447_78:21	light	NN(NN)	light
POmtg447_78:22	some	DT(DT)	some
POmtg447_78:23	kind	NN(NN)	kind
POmtg447_78:24	of	IN(IN)	of
POmtg447_78:25	done	JJ(JJ)	done
POmtg447_78:26	way	NN(NN)	way
POmtg447_78:27	where	WRB(WRB)	where
POmtg447_78:28	you	PP(PP)	you
POmtg447_78:29	can	MD(MD)	can

POmtg447_79:1	exactly	RB(RB)	exactly

POmtg447_80:1	yes	RE(RE)	yes

POmtg447_81:1	you	PP(PP)	you
POmtg447_81:2	can	MD(MD)	can
POmtg447_81:3	just	RB(RB)	just
POmtg447_81:4	fold	VV(VV)	fold
POmtg447_81:5	an	DT(DT)	a
POmtg447_81:6	s_a	NN(NN)	s_a
POmtg447_81:7	four	CD(CD)	four
POmtg447_81:8	pages	NNS(NNS)	page
POmtg447_81:9	into	IN(IN)	into
POmtg447_81:10	_0	PA(PA)	
POmtg447_81:11	well	DM(DM)	well

POmtg447_82:1	yeah	RE(RE)	yeah

POmtg447_83:1	into	IN(IN)	into
POmtg447_83:2	four	CD(CD)	four
POmtg447_83:3	and	CC(CC)	and
POmtg447_83:4	get	VV(VV)	get
POmtg447_83:5	like	DM(DM)	like
POmtg447_83:6	eight	CD(CD)	eight
POmtg447_83:7	sides	NNS(NNS)	side
POmtg447_83:8	of	IN(IN)	of
POmtg447_83:9	it	PP(PP)	it
POmtg447_83:10	and	CC(CC)	and
POmtg447_83:11	_0	PA(PA)	

POmtg447_84:1	yeah	RE(RE)	yeah

POmtg447_85:1	just	RB(RB)	just
POmtg447_85:2	cut	VV(VV)	cut
POmtg447_85:3	up	RP(RP)	up
POmtg447_85:4	yourself	PP(PP)	you
POmtg447_85:5	and	CC(CC)	and
POmtg447_85:6	print	VV(VV)	print
POmtg447_85:7	it	PP(PP)	it
POmtg447_85:8	it	PP(PP)	it
POmtg447_85:9	all	DT(DT)	all
POmtg447_85:10	out	RP(RP)	out

POmtg447_86:1	exactly	RB(RB)	exactly
POmtg447_86:2	this	DT(DT)	this
POmtg447_86:3	is	VBZ(VBZ)	be
POmtg447_86:4	why	WRB(WRB)	why

POmtg447_87:1	this	DT(DT)	this
POmtg447_87:2	is	VBZ(VBZ)	be
POmtg447_87:3	this	DT(DT)	this
POmtg447_87:4	is	VBZ(VBZ)	be
POmtg447_87:5	why	WRB(WRB)	why
POmtg447_87:6	i	PP(PP)	i
POmtg447_87:7	want	VVP(VVP)	want
POmtg447_87:8	to	TO(TO)	to
POmtg447_87:9	also	RB(RB)	also
POmtg447_87:10	text	VV(VV)	text
POmtg447_87:11	xxxx	UNI(UNI)	
POmtg447_87:12	_0	PA(PA)	

POmtg447_88:1	yes	RE(RE)	yes

POmtg447_89:1	yeah	RE(RE)	yeah

POmtg447_90:1	yeah	RE(RE)	yeah

POmtg447_91:1	yeah	RE(RE)	yeah
POmtg447_91:2	exactly	RB(RB)	exactly

POmtg447_92:1	i	PP(PP)	i
POmtg447_92:2	know	VVP(VVP)	know
POmtg447_92:3	i	PP(PP)	i
POmtg447_92:4	know	VVP(VVP)	know
POmtg447_92:5	but	CC(CC)	but

POmtg447_93:1	yes	RE(RE)	yes

POmtg447_94:1	yes	RE(RE)	yes

POmtg447_95:1	yeah	RE(RE)	yeah

POmtg447_96:1	and	CC(CC)	and
POmtg447_96:2	we	PP(PP)	we
POmtg447_96:3	're	VBP(VBP)	be
POmtg447_96:4	going	VVG(VVG)	go
POmtg447_96:5	to	TO(TO)	to
POmtg447_96:6	be	VB(VB)	be
POmtg447_96:7	that	DT(DT)	that
POmtg447_96:8	or	CC(CC)	or
POmtg447_96:9	yeah	RE(RE)	yeah
POmtg447_96:10	xx	UNI(UNI)	
POmtg447_96:11	or	CC(CC)	or

POmtg447_97:1	and	CC(CC)	and
POmtg447_97:2	it	PP(PP)	it
POmtg447_97:3	's	VBS(VBS)	be
POmtg447_97:4	only	RB(RB)	only
POmtg447_97:5	that	DT(DT)	that
POmtg447_97:6	one	CD(CD)	one
POmtg447_97:7	one	CD(CD)	one
POmtg447_97:8	one	CD(CD)	one

POmtg447_98:1	one	CD(CD)	one

POmtg447_99:1	er	UH(UH)	er

POmtg447_100:1	thing	NN(NN)	thing
POmtg447_100:2	that	PRE(PRE)	that
POmtg447_100:3	you	PP(PP)	you
POmtg447_100:4	can	MD(MD)	can
POmtg447_100:5	all	DT(DT)	all
POmtg447_100:6	use	VV(VV)	use
POmtg447_100:7	and	CC(CC)	and
POmtg447_100:8	instead	RB(RB)	instead
POmtg447_100:9	put	VV(VV)	put
POmtg447_100:10	our	PP$(PP$)	we
POmtg447_100:11	text	NN(NN)	text
POmtg447_100:12	that	DT(DT)	that
POmtg447_100:13	'd	MD(MD)	will
POmtg447_100:14	be	VB(VB)	be
POmtg447_100:15	one	CD(CD)	one

POmtg447_101:1	yes	RE(RE)	yes

POmtg447_102:1	can	MD(MD)	can
POmtg447_102:2	er	UH(UH)	er
